rollout_id,env_id,ep_rew_total,ep_len,timestep_global,terminal_status,x_pos,y_pos,x_vel,y_vel,angle,angular_vel,leg1_contact,leg2_contact,reward_hover_high,reward_spin_angle,reward_spin_rate,reward_wander_position,reward_wander_velocity,reward_action_preference,reward_anti_landing,reward_survival
0,6,227.518553,65,520,crashed,-0.51778066,0.049017414,0.07542643,-0.066131204,1.4121184,-0.3743447,0.0,1.0,108.77009480446577,42.336040132679045,14.351289317011833,22.866790607571602,26.19433845579624,6.500000000000004,0.0,6.499999999999993
0,7,413.375247,92,736,out_of_bounds,-1.0144371,0.28700095,-1.7859482,-1.4979733,1.6299138,0.7932545,0.0,0.0,211.16130650043488,57.755215959623456,16.207766827195883,60.52216435410082,50.828792989254,7.700000000000011,0.0,9.199999999999983
0,0,267.432516,95,760,crashed,-0.1412342,-0.006685593,0.08945461,-0.3207165,0.5183774,-4.6385603,0.0,1.0,193.84227120969445,30.718483638134785,10.088294513057917,7.056425697170198,7.327040459960699,8.900000000000004,0.0,9.499999999999982
0,5,311.309273,98,784,crashed,-0.3758057,0.08530226,0.14342542,-0.15841147,2.8744586,-0.8348562,0.0,0.0,146.66461198031902,64.46467286162078,28.797432266175747,32.931239939294755,19.55131602108304,9.100000000000003,0.0,9.799999999999981
0,1,226.575596,100,800,landed_but_slid_into_valley,-0.062287234,-0.042810872,1.0499306e-08,-3.9598948e-08,0.00032238345,-4.684049e-08,0.0,1.0,189.5251677967608,6.88800522685051,3.6000913845117175,5.316128824604675,3.0462031277239063,8.200000000000008,0.0,9.99999999999998
0,2,268.318272,105,840,landed_centered,-0.10287323,-0.03872726,0.004653257,-0.7824843,0.03219436,-5.138001,1.0,1.0,220.97870868444443,7.48960892483592,6.541901819757186,8.11281276657246,5.095240293303505,9.600000000000001,0.0,10.499999999999979
0,3,344.569113,116,928,crashed,-0.17805567,-0.022720875,-0.12018387,-0.7487372,0.22207056,-6.904255,0.0,1.0,266.10469818115234,23.393092523125233,10.459721264400287,12.067867099540308,8.94373419508338,11.999999999999993,0.0,11.599999999999975
0,4,431.920728,124,992,crashed,-0.89609593,-0.04196297,0.2899345,-0.102296,-0.48673457,-6.0094186e-07,1.0,1.0,262.07607210054994,9.41589500041664,7.990150368891847,85.22378331050277,44.31482709944248,10.5,0.0,12.399999999999972
0,6,287.148301,89,1232,crashed,-0.40554634,0.17004497,-0.047364574,0.029246828,1.6074085,0.19392623,0.0,0.0,178.5688520371914,35.62340815225616,14.891776149626821,22.673848659731448,20.490415824577212,6.000000000000006,0.0,8.899999999999984
0,0,184.461216,72,1336,landed_off_centered,-0.40601087,0.012363276,-0.16014789,-0.7199305,-0.18269546,-4.402006,1.0,1.0,120.32676909677684,5.107220754958689,5.597636555321515,22.42590489797294,19.803685031831264,4.000000000000002,0.0,7.19999999999999
