rollout_id,env_id,ep_rew_total,ep_len,timestep_global,terminal_status,x_pos,y_pos,x_vel,y_vel,angle,angular_vel,leg1_contact,leg2_contact,reward_spin_speed,reward_spin_angle,reward_spin_accel,reward_spin_direction_flip,reward_action_spin_bonus,reward_legs_interrupt_penalty,reward_survival,reward_vertical_tolerance
0,6,261.914297,65,520,crashed,-0.51778066,0.049017414,0.07542643,-0.066131204,1.4121184,-0.3743447,0.0,1.0,95.67526149749756,169.34416053071618,0.908116324339062,0.0,13.0,-4.0,5.200000000000003,-18.21324110031128
0,7,343.558319,92,736,out_of_bounds,-1.0144371,0.28700095,-1.7859482,-1.4979733,1.6299138,0.7932545,0.0,0.0,108.05177871882915,231.02086383849382,1.0318086638581008,0.0,13.0,0.0,7.360000000000005,-16.906132287506807
0,0,176.069832,95,760,crashed,-0.1412342,-0.006685593,0.08945461,-0.3207165,0.5183774,-4.6385603,0.0,1.0,67.25529748573899,122.87393455253914,0.6367919416661607,0.0,5.5,-8.0,7.600000000000005,-19.796191717498004
0,5,444.204035,98,784,crashed,-0.3758057,0.08530226,0.14342542,-0.15841147,2.8744586,-0.8348562,0.0,0.0,191.98288024961948,257.85869144648314,1.8270459128543735,0.0,13.0,-10.0,7.840000000000005,-18.30458234483376
0,1,47.885576,100,800,landed_but_slid_into_valley,-0.062287234,-0.042810872,1.0499306e-08,-3.9598948e-08,0.00032238345,-4.684049e-08,0.0,1.0,24.000609399423595,27.55202090740204,0.2654119723083568,0.0,15.5,-8.0,8.000000000000005,-19.432465898576858
0,2,64.963351,105,840,landed_centered,-0.10287323,-0.03872726,0.004653257,-0.7824843,0.03219436,-5.138001,1.0,1.0,43.612679970276076,29.95843569934368,0.3860738011487683,0.0,12.0,-8.0,8.400000000000006,-21.393838021656848
0,3,164.50718,116,928,crashed,-0.17805567,-0.022720875,-0.12018387,-0.7487372,0.22207056,-6.904255,0.0,1.0,66.71729158458766,93.57237009250093,0.6438407649502551,0.0,23.5,-6.0,9.280000000000006,-23.206322768237442
0,4,88.461119,124,992,crashed,-0.89609593,-0.04196297,0.2899345,-0.102296,-0.48673457,-6.0094186e-07,1.0,1.0,53.26766920448722,37.66358000166656,0.5896964171552099,0.0,20.0,-10.0,9.920000000000007,-22.979826203460107
0,6,237.295047,89,1232,crashed,-0.40554634,0.17004497,-0.047364574,0.029246828,1.6074085,0.19392623,0.0,0.0,99.27850900776684,142.49363260902464,1.023291122095543,0.0,10.0,-6.0,7.1200000000000045,-16.62038623355329
0,0,49.340992,72,1336,landed_off_centered,-0.40601087,0.012363276,-0.16014789,-0.7199305,-0.18269546,-4.402006,1.0,1.0,37.31757646985352,20.428883019834757,0.2423797411902342,0.0,12.0,-8.0,5.760000000000003,-18.407847322523594
0,5,28.993416,69,1336,landed_centered,0.144413,-0.042157162,-7.2541965e-08,-4.647757e-08,0.0028013254,3.272075e-07,1.0,1.0,14.409990885466073,18.387631469406188,0.15185520250224727,0.0,19.5,-10.0,5.520000000000003,-18.976061268683033
0,1,1.996347,85,1480,landed_centered,-0.05552826,-0.042789735,-2.5957913e-08,-2.1748058e-08,0.00045750843,1.17488284e-07,1.0,1.0,13.93584490614657,15.117088265484199,0.13391631422564387,0.0,-7.0,-8.0,6.800000000000004,-18.99050216685798
0,7,336.575377,101,1544,crashed,-0.79043114,0.15379272,-0.89479864,0.03563198,1.7445405,2.1263885,0.0,1.0,118.57137886621058,228.60953713580966,1.106715635600267,0.0,1.0,-2.0,8.080000000000005,-18.792254604864866
0,2,356.888103,104,1672,crashed,-0.029172802,0.0044798707,0.5454902,0.17610233,-1.9624029,-1.821419,1.0,0.0,131.59033406851813,229.60614827647805,1.3065700409933925,0.0,13.0,-6.0,8.320000000000006,-20.93494926067069
