time/total_timesteps,rollout/ep_score_p90,rollout/ep_count,time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_score_median,train/ent_coef,train/entropy_loss,train/clip_fraction,train/approx_kl,train/learning_rate,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/n_updates,train/loss,train/value_loss
155648,1222.2221031,102,8,616.2034413599999,19,80.1,17645,530.5645915,0.017042688,-1.1201935023069383,0.0,0.0010413784,0.0008967808000000001,0.0001494288444519043,0.2,-0.000834330017096363,180,30107.8828125,61606.06103515625
163840,1265.4805990000002,97,9,648.54708195,20,83.08,17629,547.445974,0.016887040000000002,-1.0430434614419937,0.0,0.000820691,0.0008910464000000001,0.00019246339797973633,0.2,-0.0006736918759997935,190,38311.07421875,78738.6828125
172032,1054.0935255,108,9,538.0869998,21,77.45,17606,466.2636855,0.016731392,-1.0396756678819656,0.0,0.00018196067,0.0008853120000000001,6.288290023803711e-05,0.2,-0.00034377837437205017,200,42729.03515625,86044.77421875
180224,1212.6086934000002,100,10,646.15070008,22,82.03,17598,559.1800175,0.016575744,-1.043369460105896,0.0,0.00092304405,0.0008795776000000001,0.0004309415817260742,0.2,-0.0006749029125785455,210,30421.529296875,61881.2283203125
188416,1272.9147342000003,100,10,690.6118488699999,23,81.89,17583,616.9279469999999,0.016420096,-1.0096920639276505,0.0,0.00023740275,0.0008738432000000001,0.00019538402557373047,0.2,-0.0003815211181063205,220,41858.265625,87025.5833984375
196608,1142.7108030000002,95,11,596.9371765,24,76.94,17578,506.109608,0.016264448,-0.9807838276028633,0.0,0.00042175472,0.0008681088000000001,0.00047475099563598633,0.2,-0.0005857783980900422,230,45811.36328125,94579.488671875
204800,1358.296053,101,11,886.4363450800001,25,89.87,17565,632.470874,0.0161088,-0.9635575994849205,0.0,3.6384008e-05,0.0008623744000000001,2.384185791015625e-05,0.2,-0.00010152200411539525,240,77631.3125,158528.3859375
212992,1212.3840418000002,102,12,650.0389988000002,26,81.3,17552,599.9020415,0.015953152,-0.9696097195148468,0.0,0.0006512316,0.0008566400000000001,7.873773574829102e-05,0.2,-0.00035940411034971473,250,48476.0546875,99923.1828125
221184,939.1083195,104,12,544.18624219,27,77.24,17538,526.7665655000001,0.015797504,-1.016145271062851,0.0,0.00071836344,0.0008509056000000001,0.0014303922653198242,0.2,-0.0003504746360704303,260,39938.41015625,80903.7828125
229376,1144.8195107000001,104,13,689.4615223500001,28,79.84,17529,630.8209495,0.015641856,-1.030325722694397,0.0,0.0003643765,0.0008451712000000001,4.863739013671875e-05,0.2,-0.00038855577004142104,270,30340.609375,61250.4869140625
237568,1196.9264067000001,100,13,687.3596833799999,29,81.75,17525,658.552464,0.015486208000000001,-0.9665964171290398,0.0,9.87224e-05,0.0008394368000000001,0.00013655424118041992,0.2,-0.0001457483391277492,280,40843.0234375,83249.3833984375
245760,1091.5055174000001,104,14,661.98010974,30,77.6,17519,625.3896944999999,0.01533056,-0.9997635781764984,0.0,0.00017729626,0.0008337024000000001,3.4928321838378906e-05,0.2,-0.00038515806663781406,290,42437.265625,82078.388671875
253952,1318.5918952000002,105,14,674.3559424899998,31,78.55,17506,567.980101,0.015174912000000002,-0.9535089731216431,0.0,0.00061043684,0.0008279680000000001,1.239776611328125e-05,0.2,-0.0007596785391797312,300,39025.81640625,77753.7322265625
262144,1159.3770803999998,103,14,650.87803362,32,79.21,17503,572.684513,0.015019264000000001,-0.9602381229400635,0.0,0.00019709393,0.0008222336000000001,2.372264862060547e-05,0.2,-0.0003039640694623813,310,45695.828125,91916.1865234375
270336,1229.0464982,104,15,677.23698706,33,79.6,17497,642.639426,0.014863616,-0.9512500137090683,0.0,0.0007054197,0.0008164992000000001,1.6450881958007812e-05,0.2,-0.0006837760476628319,320,39478.375,79102.4509765625
278528,1266.9059444000002,105,15,727.03113669,34,78.83,17492,619.448623,0.014707967999999998,-0.9678579837083816,0.0,0.0004487798,0.0008107648000000001,3.3855438232421875e-05,0.2,-0.0003994521830463782,330,39732.0546875,81526.1603515625
286720,1267.6474726,99,16,787.42622455,35,81.22,17489,725.004441,0.01455232,-0.9282763659954071,0.0,9.499317e-05,0.0008050304000000001,9.834766387939453e-06,0.2,-0.0001050671620760113,340,49415.03125,97733.071484375
294912,1306.2633042000002,100,16,752.3194511799998,36,81.03,17488,691.1269904999999,0.014396672,-0.9370315268635749,0.0,0.00012731506,0.0007992960000000001,1.4066696166992188e-05,0.2,-0.0001406306226272136,350,59277.53515625,112874.418359375
303104,1272.8086644,94,17,703.2434390399998,37,88.27,17484,625.581921,0.014241023999999998,-0.9823173195123672,0.0,0.000259961,0.0007935615999999999,0.0010560154914855957,0.2,-0.0001890223182272166,360,46885.45703125,91945.7802734375
311296,1182.0745039,102,17,739.31923128,38,81.4,17481,623.3376284999999,0.014085376,-0.992369744181633,0.0,0.00024002901,0.0007878272,0.002284526824951172,0.2,-0.00018819869437720628,370,40095.66796875,82047.3052734375
319488,1343.5135908000002,100,18,764.7440087999998,39,82.42,17479,727.4589914999999,0.013929727999999999,-0.9836469441652298,0.0,0.00035444778,0.0007820928,2.6047229766845703e-05,0.2,-8.757418254390359e-05,380,55406.97265625,107026.927734375
327680,1232.46987,101,18,686.7181658899999,40,79.63,17478,619.840098,0.013774080000000001,-0.9869683772325516,0.0,0.00021847022,0.0007763584,1.8417835235595703e-05,0.2,-0.0003248397435527295,390,47804.875,99219.9802734375
335872,1315.365019,106,19,741.59063811,41,78.28,17476,624.798772,0.013618432,-0.9848034352064132,0.0,0.00040336107,0.0007706240000000001,3.325939178466797e-05,0.2,-0.00046367759205168113,400,40477.1796875,81434.3689453125
344064,1371.5094762,97,19,771.63412097,42,82.6,17478,679.683512,0.013462784000000002,-0.9386550337076187,0.0,0.0001399764,0.0007648896000000001,1.1205673217773438e-05,0.2,-0.00018499764846637844,410,49672.6328125,100059.86953125
352256,1327.1744399999998,103,20,751.4360750400001,43,80.32,17473,669.810074,0.013307136,-0.9484328851103783,0.0,0.000133127,0.0007591552000000001,0.00010192394256591797,0.2,-0.0002439228686853312,420,51433.9453125,101583.2669921875
360448,1319.0582461,104,20,700.7985328999999,44,77.86,17469,622.6206970000001,0.013151488,-0.9435210332274437,0.0,0.00014391757,0.0007534208,8.106231689453125e-06,0.2,-0.00011776784376706927,430,46303.87109375,91614.5193359375
368640,1259.6431348,102,21,715.0340187400001,45,80.04,17466,621.2867605,0.012995839999999998,-0.9531511932611465,0.0,3.7836588e-05,0.0007476864,1.7821788787841797e-05,0.2,-7.350787636823952e-05,440,44240.00390625,86323.294140625
376832,1318.4508846,104,21,829.47888127,46,80.09,17462,701.243161,0.012840192,-0.9495955139398575,0.0,0.0007840162,0.0007419519999999999,4.947185516357422e-06,0.2,-0.0006339045474305749,450,39817.49609375,84067.1365234375
385024,1254.8337609999999,106,22,714.0972417399998,47,77.44,17455,625.4212620000001,0.012684543999999999,-0.8839343845844269,0.0,0.00069403916,0.0007362175999999999,2.7418136596679688e-06,0.2,-0.0007169126358348877,460,56424.74609375,119556.7255859375
393216,1383.271359,101,22,781.3487980799998,48,79.69,17451,699.384283,0.012528896000000001,-0.909295043349266,0.0,0.0004690719,0.0007304831999999999,9.149312973022461e-05,0.2,-0.00021421829151222483,470,44646.68359375,90561.549609375
401408,1248.8400100000001,103,23,734.19950233,49,81.41,17446,645.272681,0.012373248,-0.9181192770600319,0.0,0.0013253296,0.0007247488,7.444620132446289e-05,0.2,-0.0004362155159469694,480,50238.1328125,102032.945703125
409600,1154.9486024000003,102,23,686.0971595600001,50,79.81,17447,590.6306955,0.012217600000000002,-0.978643873333931,0.0,0.00020834229,0.0007190144,6.526708602905273e-05,0.2,-0.00013187116710469126,490,45780.5546875,93829.52890625
417792,1210.2982668,102,23,754.6200912399999,51,80.78,17446,656.600678,0.012061952,-0.9730398058891296,0.0,7.462341e-05,0.0007132800000000001,4.744529724121094e-05,0.2,-9.936026181094349e-05,500,37148.546875,76350.67265625
425984,1258.1255737000001,104,24,689.3874763299998,52,77.49,17446,594.6097515,0.011906304000000003,-0.9502462089061737,0.0,0.0005378658,0.0007075456000000001,2.3663043975830078e-05,0.2,-0.00042324128153268246,510,49504.62890625,99924.9990234375
434176,1432.769805,101,24,768.16960305,53,81.05,17444,650.651019,0.011750655999999998,-0.9452584102749825,0.0,0.00026530813,0.0007018112000000002,6.020069122314453e-06,0.2,-0.00032474070903845134,520,39646.4921875,80378.975
442368,1438.8072416000002,95,25,892.84163154,54,84.86,17445,799.170075,0.011595008,-0.938343022763729,0.0,0.00021348413,0.0006960768,8.463859558105469e-06,0.2,-0.0003668852266855538,530,48779.96875,100199.421484375
450560,1337.1368402,105,25,767.6042209000001,55,79.54,17441,664.214924,0.011439359999999999,-0.9059945911169052,0.0,5.1810275e-05,0.0006903424000000001,4.5299530029296875e-06,0.2,-6.900873268023133e-05,540,67143.6015625,136449.4474609375
458752,1283.2499912,102,26,781.0632139700001,56,81.04,17440,713.6498655,0.011283711999999998,-0.930071334540844,0.0,0.00023030881,0.000684608,0.0008544921875,0.2,-0.00038216782559175044,550,47645.67578125,100259.25625
466944,1444.3879011000004,100,26,822.1739419500002,57,81.72,17440,637.1898425,0.011128064,-0.9235260024666786,0.0,3.7076505e-05,0.0006788736,2.9802322387695312e-06,0.2,-7.399409078061581e-05,560,44744.0859375,91482.790625
475136,1333.44169,101,27,786.06667603,58,79.51,17438,712.812019,0.010972415999999999,-0.9253978133201599,0.0,1.7983592e-05,0.0006731392,2.562999725341797e-06,0.2,-2.2583213285543026e-05,570,58131.0625,113599.7388671875
483328,1318.9448786,103,27,769.07058662,59,80.55,17436,671.618554,0.010816768000000001,-0.9145286068320274,0.0,0.00017769853,0.0006674048,5.125999450683594e-06,0.2,-9.223795495927334e-05,580,50523.10546875,98603.26796875
491520,1331.2491025,96,28,864.2557132100001,60,84.92,17435,646.4067095,0.01066112,-0.9183337822556495,0.0,0.001227156,0.0006616704,4.410743713378906e-06,0.2,-0.0009502699133008719,590,44294.3125,89437.983203125
499712,1366.2588028,103,28,785.8394912599999,61,79.01,17433,736.965664,0.010505472000000002,-0.8916067451238632,0.0,0.00047660668,0.000655936,0.0013260245323181152,0.2,-0.00042131404334213587,600,74241.1953125,148535.7609375
507904,1347.4425808,102,29,764.6099886800001,62,79.44,17432,675.082296,0.010349824,-0.8605407297611236,0.0,6.842797e-05,0.0006502016000000001,1.3709068298339844e-06,0.2,-0.0001326358935330063,610,53736.57421875,111004.8994140625
516096,1425.874622,101,29,837.48850624,63,81.19,17436,720.013094,0.010194176,-0.8837165847420693,0.0,9.790397e-05,0.0006444672,7.033348083496094e-06,0.2,-0.00019845122587867082,620,43725.7421875,90266.9060546875
524288,1390.7432592,105,30,809.3480101900001,64,79.12,17434,716.360999,0.010038528000000001,-0.8387861341238022,0.0,0.00033298976,0.0006387328,2.7358531951904297e-05,0.2,-0.0003353877837071195,630,53748.1640625,109099.797265625
532480,1372.9077336000005,100,30,822.9803961199999,65,80.92,17433,757.1801885,0.00988288,-0.8465286493301392,0.0,1.185033e-05,0.0006329984,3.2186508178710938e-06,0.2,-8.379010832868517e-05,640,53989.5546875,108104.6232421875
540672,1250.5534276,102,31,800.62581319,66,78.81,17433,647.7993839999999,0.009727231999999999,-0.84273911267519,0.0,1.570276e-05,0.000627264,3.159046173095703e-06,0.2,-5.414806364569813e-05,650,49657.4453125,99809.9296875
548864,1403.0715378,107,31,843.5659628899999,67,78.76,17430,738.041606,0.009571584000000001,-0.8383591130375863,0.0,1.4471028e-05,0.0006215296,1.5497207641601562e-06,0.2,-5.115655076224357e-05,660,60429.6796875,114720.3533203125
557056,1321.8967923999999,103,31,783.5374920099999,68,78.27,17427,668.350958,0.009415936,-0.8095523938536644,0.0,0.00034318256,0.0006157952,3.0994415283203125e-06,0.2,-0.00031468088272958996,670,56945.12890625,115144.0865234375
565248,1444.5137468000005,105,32,881.3673900900001,69,78.97,17425,828.08491,0.009260288000000002,-0.8160844653844833,0.0,0.00012086844,0.0006100608,1.901388168334961e-05,0.2,-0.00016419650346506388,680,47921.796875,97992.4685546875
573440,1303.823373,108,32,752.10057319,70,75.28,17422,658.563176,0.00910464,-0.7852823182940483,0.0,7.118507e-05,0.0006043264,1.1920928955078125e-06,0.2,-0.00016221133701037614,690,64235.828125,125788.760546875
581632,1366.8283218000001,99,33,922.8546352499997,71,81.92,17420,804.119259,0.008948992,-0.819524085521698,0.0,0.0003705765,0.000598592,0.0,0.2,-0.00022261369158513845,700,45621.6875,89485.84140625
589824,1394.7746534,99,33,808.08691354,72,78.2,17419,737.841779,0.008793344,-0.815247543156147,0.0,0.00053320883,0.0005928576,-4.649162292480469e-06,0.2,-0.0003768797672819346,710,68334.1796875,137824.06171875
598016,1245.5699881000003,100,34,962.8193125599998,73,87.18,17416,655.518013,0.008637696,-0.8465772971510888,0.0,8.118281e-05,0.0005871232,9.5367431640625e-07,0.2,-4.041804641019553e-05,720,73900.5390625,154510.86953125
606208,1305.9064985,106,34,780.7975241299999,74,77.35,17414,687.3739295,0.008482048,-0.8651816308498382,0.0,0.00035096527,0.0005813888,7.748603820800781e-07,0.2,-0.0005721100431401282,730,67087.2421875,131459.175390625
614400,1389.6150337000001,102,35,844.3478499,75,79.16,17414,755.5223155,0.008326400000000001,-0.8315589979290963,0.0,0.00011444184,0.0005756544,4.172325134277344e-07,0.2,-0.00022156598570290952,740,49266.203125,98187.6111328125
622592,1350.8756552,105,35,819.10599783,76,78.58,17413,719.590928,0.008170752,-0.8190836504101753,0.0,0.000100421974,0.00056992,5.960464477539062e-07,0.2,-0.00018480309518054128,750,55334.6953125,111898.3826171875
630784,1378.803775,105,36,821.2185098900002,77,78.17,17413,692.896527,0.008015103999999999,-0.8097805798053741,0.0,4.1084902e-05,0.0005641856,-1.1920928955078125e-07,0.2,-0.00010006993543356656,760,49168.7578125,97740.53203125
638976,1436.219934,101,36,819.1822498799999,78,79.96,17413,707.055158,0.007859456,-0.7990460693836212,0.0,0.0001432585,0.0005584512,4.76837158203125e-07,0.2,-0.00016958384658209978,770,51268.23828125,103930.983984375
647168,1318.2490050000001,110,37,770.9681788100003,79,75.78,17413,694.9113195,0.007703808,-0.8062386929988861,0.0,0.00040110372,0.0005527168,2.4437904357910156e-06,0.2,-0.0003741631517186761,780,51485.87890625,101885.2234375
655360,1463.4039316000012,105,37,841.9485349100001,80,77.77,17411,756.028827,0.007548159999999999,-0.7810420259833336,0.0,0.00015147185,0.0005469824,1.0728836059570312e-06,0.2,-0.00014967260358389467,790,44927.71484375,91430.2251953125
663552,1279.9617184,109,38,735.1073848499999,81,74.1,17410,674.526149,0.0073925119999999995,-0.748428861796856,0.0,0.00043589965,0.000541248,8.940696716308594e-07,0.2,-0.0005449066724395379,800,53828.1640625,108210.2552734375
671744,1393.9252007,108,38,805.51074289,82,76.07,17408,701.5622455,0.007236864,-0.7470527991652489,0.0,0.00022362969,0.0005355136,-3.5762786865234375e-07,0.2,-0.0002468972699716687,810,39571.1015625,83672.44765625
679936,1407.1263204,108,39,822.17031793,83,76.23,17406,717.3877620000001,0.007081216,-0.7478416413068771,0.0,0.00011115898,0.0005297792,0.0,0.2,-7.623041747137905e-05,820,50209.67578125,99771.1984375
688128,1361.4985108,107,39,814.4257004599999,84,75.52,17405,761.063555,0.006925568000000001,-0.7548925042152405,0.0,0.00028804806,0.0005240448,1.7881393432617188e-07,0.2,-0.00015802868292666972,830,53755.6484375,108888.7841796875
696320,1392.4653704000004,107,40,831.0260104900001,85,76.59,17406,688.063226,0.006769919999999999,-0.7513176709413528,0.0,0.00058235344,0.0005183104,1.5497207641601562e-06,0.2,-0.0005051789339631796,840,48208.16796875,98040.7400390625
704512,1538.592295,101,40,890.0074915299999,86,81.49,17404,874.899725,0.006614271999999999,-0.7271874144673347,0.0,0.0001198811,0.0005125759999999999,5.960464477539062e-07,0.2,-0.0002172872278606519,850,54134.6015625,109474.8271484375
712704,1449.6974808,104,40,874.5502087400002,87,78.16,17404,779.589395,0.006458624,-0.7604860782623291,0.0,8.5215186e-05,0.0005068416,2.384185791015625e-06,0.2,-6.724519480485469e-05,860,55423.01953125,114957.8775390625
720896,1528.124578,101,41,845.7826995900001,88,80.44,17403,713.506988,0.006302976,-0.7435732528567314,0.0,0.00050174573,0.0005011072,1.7881393432617188e-07,0.2,-0.00038942601531744003,870,58700.171875,118270.154296875
729088,1454.732652,101,41,897.4287777999999,89,81.8,17402,829.464234,0.0061473280000000005,-0.7830862358212471,0.0,4.7999514e-05,0.0004953728000000001,8.940696716308594e-07,0.2,-3.534865245455876e-05,880,54565.84765625,106920.752734375
737280,1467.5285254,100,42,920.3248769600001,90,82.44,17403,864.2257335,0.005991679999999999,-0.7723960325121879,0.0,4.210152e-05,0.0004896384000000001,4.76837158203125e-07,0.2,-0.00012625839153770357,890,55692.296875,113446.7478515625
745472,1377.4324152000006,107,42,815.43874087,91,77.28,17415,677.827894,0.005836032,-0.7700799524784088,0.0,4.0568717e-05,0.00048390399999999995,5.358457565307617e-05,0.2,-5.699325120076537e-05,900,60647.375,120267.2029296875
753664,1344.6989028,105,43,793.08101239,92,77.66,17415,700.120437,0.005680384,-0.7598012819886207,0.0,6.336544e-06,0.00047816959999999996,4.172325134277344e-07,0.2,-7.485746755264699e-06,910,49962.66015625,97784.725
761856,1447.9194215000005,102,43,834.90528632,93,79.59,17414,775.1105640000001,0.005524736000000001,-0.7744151294231415,0.0,3.926143e-06,0.00047243519999999996,8.702278137207031e-06,0.2,-3.372629580553621e-05,920,45074.95703125,91164.9630859375
770048,1370.39005,105,44,836.515248,94,79.03,17414,779.144987,0.005369088000000001,-0.7723149985074997,0.0,0.00039254702,0.0004667008,1.1920928955078125e-06,0.2,-0.00047183408169075846,930,52218.36328125,103455.569140625
778240,1369.5746950000002,105,44,799.5370504099998,95,77.22,17414,679.167676,0.005213439999999999,-0.7486220896244049,0.0,9.712571e-05,0.0004609664,8.344650268554688e-07,0.2,-0.00013360624434426426,940,50212.45703125,101542.891796875
786432,1433.0758530000012,100,45,927.8938334899998,96,82.11,17413,902.1581565,0.005057791999999999,-0.7621669366955757,0.0,2.2246437e-05,0.00045523199999999997,5.960464477539062e-07,0.2,-0.00010866545198950917,950,49918.90234375,97016.4640625
794624,1525.8690668000002,100,45,916.2025664800001,97,81.87,17413,774.7527335,0.004902144,-0.7531156823039055,0.0,3.071536e-05,0.00044949759999999997,2.205371856689453e-06,0.2,-2.8433956322260202e-05,960,58958.875,118599.2333984375
802816,1531.092252,101,46,885.83157232,98,81.81,17412,750.944613,0.004746496,-0.7558851644396782,0.0,1.482082e-05,0.0004437632,7.748603820800781e-07,0.2,-6.839961133664474e-05,970,64502.30078125,138664.2109375
811008,1325.8814052,103,46,848.8426721200001,99,78.93,17412,792.087584,0.004590848000000001,-0.7745642110705375,0.0,7.3376505e-06,0.0004380288,4.76837158203125e-06,0.2,-3.9889448089525104e-05,980,54161.26171875,112476.7515625
819200,1491.3892336000004,100,47,891.17293014,100,80.54,17411,848.537632,0.004435199999999999,-0.748751038312912,0.0,4.032594e-05,0.00043229440000000003,1.1324882507324219e-06,0.2,-9.308334847446531e-05,990,51173.00390625,99251.44609375
827392,1606.342308,100,47,946.1074356400001,101,82.64,17411,872.4901135,0.004279552,-0.7559080511331558,0.0,5.093403e-06,0.00042656,2.1457672119140625e-06,0.2,-1.6893711290322244e-05,1000,59601.62890625,117743.6349609375
835584,1554.1149329999998,103,47,984.4258807200001,102,81.26,17410,984.181928,0.004123904,-0.7316349923610688,0.0,4.24018e-05,0.0004208256,1.5497207641601562e-06,0.2,-0.00012583727075252683,1010,59196.49609375,119993.6888671875
843776,1428.0947497999998,103,48,824.02932432,103,77.72,17409,717.541188,0.003968256,-0.7185826420783996,0.0,1.3209326e-05,0.0004150912,1.1920928955078125e-06,0.2,-4.740597505588084e-05,1020,68327.0859375,135836.399609375
851968,1604.9617137999996,103,48,863.2960323399999,104,79.08,17408,741.755846,0.0038126080000000007,-0.7309631302952766,0.0,1.5052639e-05,0.0004093568,2.205371856689453e-06,0.2,-4.920657956972718e-05,1030,50487.7890625,100450.25546875
860160,1476.6255175000001,104,49,864.37240006,105,78.79,17407,741.4248259999999,0.0036569599999999995,-0.7307713478803635,0.0,3.0399744e-05,0.0004036224,1.7881393432617188e-06,0.2,-6.94411079166457e-05,1040,55507.37890625,109984.6921875
868352,1351.6763159,108,49,824.86997479,106,77.37,17405,714.6717325,0.003501312,-0.7217725217342377,0.0,6.3492625e-06,0.000397888,1.5497207641601562e-06,0.2,-2.539144770707935e-05,1050,52751.73046875,106016.9205078125
876544,1405.800768,104,50,847.1346506100001,107,79.38,17405,760.5021365,0.0033456640000000004,-0.7354300871491433,0.0,2.7459799e-05,0.0003921536,0.0002804994583129883,0.2,-6.010583529132418e-05,1060,51331.44140625,100576.9693359375
884736,1495.8123283000002,102,50,905.42203566,108,80.51,17405,806.268713,0.0031900160000000004,-0.7480728089809418,0.0,9.275635e-05,0.0003864192,5.328655242919922e-05,0.2,-0.00015937989519443363,1070,53731.12109375,105311.7796875
892928,1549.108761,101,51,855.7700117699999,109,78.47,17406,724.166561,0.003034367999999999,-0.7285821452736855,0.0,7.633505e-05,0.0003806848,0.0001315474510192871,0.2,-0.00021732488530687988,1080,57637.76171875,112782.55546875
901120,1533.1765136000001,99,51,940.63650166,110,82.53,17405,848.501874,0.0028787199999999995,-0.74201450496912,0.0,0.00036271574,0.00037495039999999995,0.0052245259284973145,0.2,-0.00040096651064231993,1090,51608.45703125,107463.7599609375
909312,1450.502082,106,52,835.6816880399998,111,77.94,17405,676.2358174999999,0.002723072,-0.7282736748456955,0.0,0.00023368935,0.00036921599999999996,0.0022806525230407715,0.2,-0.00030543520115315913,1100,64643.10546875,127869.4615234375
917504,1374.2478045,106,52,840.56253837,112,78.28,17404,773.0768175000001,0.0025674240000000004,-0.7268637627363205,0.0,0.00019323104,0.00036348159999999996,0.0044689178466796875,0.2,-0.00018183830834459514,1110,51550.23828125,104009.12734375
925696,1471.432514,102,53,875.87844004,113,79.5,17404,747.135563,0.002411776000000001,-0.7143689319491386,0.0,2.9763483e-05,0.0003577472,0.004292905330657959,0.2,-9.476848354097455e-05,1120,49484.61328125,100843.9220703125
933888,1394.3110648,105,53,855.4859156600002,114,78.63,17405,718.97449,0.0022561279999999987,-0.7075356543064117,0.0,6.7835506e-05,0.0003520128,0.00828784704208374,0.2,-0.0001390896242810413,1130,51869.9765625,105513.6439453125
942080,1492.9541285000005,102,54,863.9572104599999,115,78.9,17405,774.9995710000001,0.002100479999999999,-0.7063125625252724,0.0,0.00023003438,0.00034627839999999997,0.003922104835510254,0.2,-0.00023314880090765654,1140,54538.92578125,109237.539453125
950272,1541.1107898,107,54,868.5371158999999,116,77.75,17404,727.385036,0.0019448319999999999,-0.6845340356230736,0.0,4.7604146e-05,0.00034054399999999997,0.008831501007080078,0.2,-8.229729137383401e-05,1150,51101.234375,104580.5673828125
958464,1437.9796864,92,55,933.3325914199999,117,80.23,17403,907.272547,0.0017891840000000003,-0.680838267505169,0.0,1.56124e-05,0.0003348096,0.006634056568145752,0.2,-2.4888149346224965e-05,1160,57064.66015625,114316.173828125
966656,1490.34316,101,55,1092.05390883,118,88.27,17402,811.492256,0.0016335360000000008,-0.6848470106720924,0.0,1.4616264e-05,0.0003290752,0.003438591957092285,0.2,-6.598470790777355e-05,1170,96821.875,202937.2421875
