rollout_id,env_id,ep_rew_total,ep_len,timestep_global,terminal_status,x_pos,y_pos,x_vel,y_vel,angle,angular_vel,leg1_contact,leg2_contact,reward_hover_high,reward_spin_angle,reward_spin_rate,reward_wander_position,reward_wander_velocity,reward_action_preference,reward_anti_landing,reward_survival
0,7,215.749627,75,600,crashed,-0.5132124,0.03892115,0.035307042,-0.23958312,0.079783626,-3.2174668,0.0,1.0,125.81662766635418,18.475048328749835,6.672902314836392,27.216932248324156,25.368116807192564,4.700000000000006,0.0,7.499999999999989
0,6,271.222402,83,664,crashed,-0.5120965,0.16441299,-0.26224294,0.29109323,1.3488814,1.5782924,0.0,1.0,157.4557735323906,36.953726733103395,11.24984497204423,27.407839157618582,25.75521731376648,4.1000000000000005,0.0,8.299999999999986
0,5,440.983341,93,744,out_of_bounds,-1.0131401,0.9410966,-1.549203,-0.9795632,0.79180706,0.0034352213,0.0,0.0,260.0869189500809,43.59029851295054,7.861819108984491,63.4235548004508,50.620749831199646,6.100000000000008,0.0,9.299999999999983
0,1,263.879871,94,752,crashed,-0.23458514,0.01935862,-0.10814895,0.085748516,1.4888077,0.5051038,0.0,1.0,177.8770767301321,33.1548108831048,13.030399462208152,11.244802793487906,12.07278161495924,7.100000000000009,0.0,9.399999999999983
0,2,298.450007,98,784,crashed,0.15069409,0.0009125328,0.75207794,-0.50127995,-1.3720117,-6.0379086,1.0,0.0,197.23210249957629,55.077322054246906,14.039598257280886,4.529570056591183,9.371414052584441,8.400000000000007,0.0,9.799999999999981
0,4,314.551119,118,944,landed_centered,0.020052243,-0.042762805,2.5103637e-08,-7.595013e-09,-0.0007869245,-1.1358624e-07,1.0,1.0,261.7211056887172,16.775614608515752,5.085956239371349,4.314188399119303,4.654254486501368,10.200000000000001,0.0,11.799999999999974
0,0,350.69512,123,984,crashed,-0.36445028,-0.08382353,-0.6484158,-0.16419917,-0.56203383,0.6037649,1.0,0.0,258.8198542994214,12.755793276708573,7.38219782334636,35.093500789254904,17.943774078041315,6.400000000000007,0.0,12.299999999999972
0,3,397.835848,125,1000,crashed,-0.42450508,0.13808914,-0.5370118,-0.57450765,0.29088417,-4.678611,0.0,1.0,285.0304958820343,35.23315027030185,7.7233076425036415,26.57658143551089,21.272312968969345,9.500000000000005,0.0,12.499999999999972
0,7,278.652176,87,1296,crashed,0.43291196,0.1205447,0.32665962,-0.07543601,-3.12382,0.5986997,0.0,0.0,125.14191122353077,60.02790765557438,31.415258711203933,27.499289698898792,21.467808231711388,4.400000000000003,0.0,8.699999999999985
0,2,150.85042,66,1312,landed_off_centered,0.27104253,-0.011193063,0.14839517,-0.6481183,0.04955817,4.9896374,1.0,1.0,100.95117900613695,7.543507794849575,5.023999372730032,13.001768089830875,13.329966105520725,4.400000000000001,0.0,6.5999999999999925
0,6,413.037414,91,1392,crashed,-0.9166928,0.20315582,-2.018243,-0.48138103,2.0827847,1.0860574e-07,0.0,0.0,194.99647372961044,85.03448060248047,20.634424777987658,50.88223950378597,45.98979526758194,6.400000000000005,0.0,9.099999999999984
0,0,124.115489,64,1496,landed_centered,-0.03196802,-0.036021058,-0.10361812,-0.90331054,-0.08229543,5.1708136,1.0,1.0,102.33891181647778,2.5746732315747067,4.306486393441446,2.394313581287861,1.8011042732705391,4.300000000000002,0.0,6.399999999999993
