rollout_id,env_id,ep_rew_total,ep_len,timestep_global,terminal_status,x_pos,y_pos,x_vel,y_vel,angle,angular_vel,leg1_contact,leg2_contact,reward_y_oscillation,reward_pad_level_bonus,reward_vy_sign_flip,reward_bounce_speed,reward_main_engine_bonus,reward_anti_hover_penalty,reward_legs_penalty,reward_survival,reward_upright_bonus
0,6,18.201432,65,520,crashed,-0.51778066,0.049017414,0.07542643,-0.066131204,1.4121184,-0.3743447,0.0,1.0,19.0,17.265314144486616,0.0,32.70413821935654,-22.100000000000016,-6.0,-8.0,6.499999999999993,-21.168020066339523
0,7,-95.764067,92,736,out_of_bounds,-1.0144371,0.28700095,-1.7859482,-1.4979733,1.6299138,0.7932545,0.0,0.0,-64.0,1.5920142030558497,0.0,11.621526956558228,-25.300000000000033,0.0,0.0,9.199999999999983,-28.877607979811728
0,0,0.501564,95,760,crashed,-0.1412342,-0.006685593,0.08945461,-0.3207165,0.5183774,-4.6385603,0.0,1.0,3.0,22.44256487601011,0.0,38.418240785598755,-41.499999999999986,0.0,-16.0,9.499999999999982,-15.359241819067392
0,5,69.454655,98,784,crashed,-0.3758057,0.08530226,0.14342542,-0.15841147,2.8744586,-0.8348562,0.0,0.0,140.0,56.04353011377072,0.0,34.54346100613475,-34.70000000000002,-84.0,-20.0,9.799999999999981,-32.23233643081039
0,1,38.786451,100,800,landed_but_slid_into_valley,-0.062287234,-0.042810872,1.0499306e-08,-3.9598948e-08,0.00032238345,-4.684049e-08,0.0,1.0,12.0,26.902226837585413,0.0,40.12822659782888,-24.800000000000022,-6.0,-16.0,9.99999999999998,-3.444002613425255
0,2,17.205332,105,840,landed_centered,-0.10287323,-0.03872726,0.004653257,-0.7824843,0.03219436,-5.138001,1.0,1.0,0.0,25.46293714579632,0.0,38.98719906806946,-37.99999999999996,0.0,-16.0,10.499999999999979,-3.74480446241796
0,3,-19.080909,116,928,crashed,-0.17805567,-0.022720875,-0.12018387,-0.7487372,0.22207056,-6.904255,0.0,1.0,-25.0,20.982685925656344,0.0,39.232951641082764,-42.199999999999974,0.0,-12.0,11.599999999999975,-11.696546261562617
0,4,11.731587,124,992,crashed,-0.89609593,-0.04196297,0.2899345,-0.102296,-0.48673457,-6.0094186e-07,1.0,1.0,-5.0,28.665062783211447,0.0,38.87447144091129,-32.500000000000036,-6.0,-20.0,12.399999999999972,-4.70794750020832
0,6,-30.796466,89,1232,crashed,-0.40554634,0.17004497,-0.047364574,0.029246828,1.6074085,0.19392623,0.0,0.0,-19.0,8.544261539398985,0.0,22.57097677513957,-16.000000000000014,-6.0,-12.0,8.899999999999984,-17.81170407612808
0,0,67.616884,72,1336,landed_off_centered,-0.40601087,0.012363276,-0.16014789,-0.7199305,-0.18269546,-4.402006,1.0,1.0,26.0,21.338675668181416,0.0,34.031819105148315,-2.3999999999999977,0.0,-16.0,7.19999999999999,-2.5536103774793446
