rollout_id,env_id,ep_rew_total,ep_len,timestep_global,terminal_status,x_pos,y_pos,x_vel,y_vel,angle,angular_vel,leg1_contact,leg2_contact,reward_y_oscillation,reward_pad_level_bonus,reward_vy_sign_flip,reward_bounce_speed,reward_main_engine_bonus,reward_anti_hover_penalty,reward_legs_penalty,reward_survival,reward_upright_bonus
0,7,69.294656,75,600,crashed,-0.5132124,0.03892115,0.035307042,-0.23958312,0.079783626,-3.2174668,0.0,1.0,30.0,22.51694029036551,0.0,33.01523980498314,-2.499999999999998,0.0,-12.0,7.499999999999989,-9.237524164374918
0,6,-20.716292,83,664,crashed,-0.5120965,0.16441299,-0.26224294,0.29109323,1.3488814,1.5782924,0.0,1.0,-13.0,9.580983551314588,0.0,22.37958800792694,-13.500000000000005,0.0,-16.0,8.299999999999986,-18.476863366551697
0,5,-126.995149,93,744,out_of_bounds,-1.0131401,0.9410966,-1.549203,-0.9795632,0.79180706,0.0034352213,0.0,0.0,-93.0,1.0747774419420016e-07,0.0,0.0,-21.500000000000025,0.0,0.0,9.299999999999983,-21.79514925647527
0,1,24.766144,94,752,crashed,-0.23458514,0.01935862,-0.10814895,0.085748516,1.4888077,0.5051038,0.0,1.0,18.0,26.337183612405703,0.0,35.90636555850506,-22.30000000000004,-6.0,-20.0,9.399999999999983,-16.5774054415524
0,2,-7.80136,98,784,crashed,0.15069409,0.0009125328,0.75207794,-0.50127995,-1.3720117,-6.0379086,1.0,0.0,-7.0,20.97615628515073,0.0,35.76114463806152,-27.800000000000033,0.0,-12.0,9.799999999999981,-27.538661027123453
0,4,-5.777744,118,944,landed_centered,0.020052243,-0.042762805,2.5103637e-08,-7.595013e-09,-0.0007869245,-1.1358624e-07,1.0,1.0,-13.0,25.063137101906108,0.0,39.94692660897054,-39.199999999999996,-6.0,-16.0,11.799999999999974,-8.387807304257876
0,0,27.219624,123,984,crashed,-0.36445028,-0.08382353,-0.6484158,-0.16419917,-0.56203383,0.6037649,1.0,0.0,-11.0,28.385235665346194,0.0,42.112285017967224,-20.200000000000017,-6.0,-12.0,12.299999999999972,-6.3778966383542866
0,3,-54.081831,125,1000,crashed,-0.42450508,0.13808914,-0.5370118,-0.57450765,0.29088417,-4.678611,0.0,1.0,-55.0,9.323429859163534,0.0,23.6113144159317,-14.900000000000002,0.0,-12.0,12.499999999999972,-17.616575135150924
0,7,82.107953,87,1296,crashed,0.43291196,0.1205447,0.32665962,-0.07543601,-3.12382,0.5986997,0.0,0.0,109.0,39.47636653721575,0.0,27.545540009159595,-0.5999999999999965,-60.0,-12.0,8.699999999999985,-30.01395382778719
0,2,79.732904,66,1312,landed_off_centered,0.27104253,-0.011193063,0.14839517,-0.6481183,0.04955817,4.9896374,1.0,1.0,39.0,24.101509792832015,0.0,36.603148341178894,-6.799999999999999,0.0,-16.0,6.5999999999999925,-3.7717538974247873
0,6,-68.072551,91,1392,crashed,-0.9166928,0.20315582,-2.018243,-0.48138103,2.0827847,1.0860574e-07,0.0,0.0,-42.0,5.055270095065925,0.0,19.289418876171112,-13.000000000000009,0.0,-4.0,9.099999999999984,-42.517240301240236
0,0,71.962897,64,1496,landed_centered,-0.03196802,-0.036021058,-0.10361812,-0.90331054,-0.08229543,5.1708136,1.0,1.0,34.0,23.025260885771722,0.0,38.524972438812256,-16.700000000000017,0.0,-12.0,6.399999999999993,-1.2873366157873534
0,4,34.222786,78,1568,crashed,0.037275027,0.0057637906,0.42904,-0.0161237,-0.9938932,-1.1910737,1.0,0.0,20.0,21.11699209733395,0.0,35.52345547825098,-16.400000000000016,-6.0,-12.0,7.799999999999988,-15.81766158802202
0,1,-44.071128,108,1616,crashed,0.78483295,0.05974196,0.47700626,0.049960922,-0.8131227,-1.3304996,1.0,0.0,-31.0,15.952263245915557,0.0,30.960963390767574,-40.39999999999999,-6.0,-8.0,10.799999999999978,-16.384355111978948
