time/total_timesteps,rollout/ep_score_p90,rollout/ep_count,time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_score_median,train/ent_coef,train/entropy_loss,train/clip_fraction,train/approx_kl,train/learning_rate,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/n_updates,train/loss,train/value_loss
114688,1221.320186,106,6,684.6196839099998,14,77.17,17771,549.1898679999999,0.017820928,-0.9805372476577758,0.0,0.0005474291,0.0009254528000000001,0.00016266107559204102,0.2,-0.0007843876199331134,130,41950.48046875,82846.8607421875
122880,1170.707782,101,6,727.3404196800001,15,80.27,17743,688.314056,0.017665280000000002,-0.9540147855877876,0.0,0.0005953621,0.0009197184000000001,0.00012177228927612305,0.2,-0.0004457064293092117,140,46523.609375,93780.9130859375
131072,1195.599072,93,7,894.9712244899998,16,88.31,17727,645.258953,0.017509632,-0.9619735956192017,0.0,0.0002006781,0.0009139840000000001,0.0003338456153869629,0.2,-0.00030173602572176607,150,53763.47265625,108251.2435546875
139264,1200.0000005000002,106,7,708.6698200000002,17,77.64,17710,654.724255,0.017353984,-0.976936224102974,0.0,0.00044688,0.0009082496000000001,7.790327072143555e-05,0.2,-0.0005993055849103257,160,93158.890625,184292.232421875
147456,1473.0307323000006,100,8,797.9161170399999,18,82.29,17691,668.8096215,0.017198336,-0.9465046867728233,0.0,0.0004565463,0.0009025152000000001,0.00012058019638061523,0.2,-0.0001714275756967254,170,54499.21875,103076.8046875
155648,1160.238599,106,8,700.9180517900002,19,77.85,17673,595.0391965,0.017042688,-0.9598583042621612,0.0,3.7132573e-05,0.0008967808000000001,0.00016176700592041016,0.2,-5.547091132029891e-05,180,61133.875,123281.4953125
163840,1274.0750218000003,99,9,707.69453932,20,77.69,17650,625.549603,0.016887040000000002,-0.942647910118103,0.0,0.0007106521,0.0008910464000000001,0.00015425682067871094,0.2,-0.0006453349051298574,190,48649.07421875,95090.200390625
172032,1305.9734449000002,100,9,922.1380359100002,21,86.79,17633,610.751212,0.016731392,-0.9422129452228546,0.0,7.397566e-05,0.0008853120000000001,0.0002429485321044922,0.2,-0.00022307831095531584,200,81022.2890625,159367.95546875
180224,1247.4334575,106,10,715.47268917,22,77.26,17619,601.299493,0.016575744,-0.9451890483498573,0.0,0.00033872772,0.0008795776000000001,0.00013256072998046875,0.2,-0.00024578260199632497,210,73619.125,144167.96953125
188416,1065.7868330000001,106,10,652.90692667,23,77.07,17611,588.7423765000001,0.016420096,-0.9386943802237511,0.0,0.00010769344,0.0008738432000000001,0.0003685951232910156,0.2,-0.000169058793107979,220,49333.76953125,99758.142578125
196608,1091.3396620000003,112,11,618.09360905,24,73.36,17598,538.253911,0.016264448,-0.9560127526521682,0.0,0.0003561836,0.0008681088000000001,0.00020122528076171875,0.2,-0.00017090267792809754,230,39520.296875,79647.048046875
204800,1234.5729990999998,108,11,666.75566906,25,74.69,17591,599.9718785,0.0161088,-0.9645344406366348,0.0,1.827273e-05,0.0008623744000000001,0.0004506111145019531,0.2,-3.1505282095167786e-05,240,35633.015625,74791.9275390625
212992,1326.6826654000001,103,12,770.73282271,26,78.69,17579,650.769809,0.015953152,-0.9485373064875603,0.0,0.0001964242,0.0008566400000000001,0.0001932382583618164,0.2,-0.0003492877905955538,250,42429.6875,86044.5466796875
221184,1179.1443675,112,12,673.89344952,27,74.0,17568,621.0905705,0.015797504,-0.9344806805253029,0.0,0.00047393868,0.0008509056000000001,0.0003483891487121582,0.2,-0.00041775870486162605,260,56060.8203125,109095.3080078125
229376,1267.2590662,102,13,798.14293016,28,78.27,17559,722.743682,0.015641856,-0.9111571371555328,0.0,0.00019504846,0.0008451712000000001,0.0017670392990112305,0.2,-0.0003564744256436825,270,41858.6953125,83460.409765625
237568,1260.5943482,109,13,734.4098226000001,29,75.46,17550,673.206885,0.015486208000000001,-0.8798764556646347,0.0,0.00012530368,0.0008394368000000001,0.0006868839263916016,0.2,-0.0002427440616884269,280,57270.359375,113624.9080078125
245760,1254.465098,111,14,728.8419679300001,30,74.86,17542,630.824972,0.01533056,-0.875446842610836,0.0,0.00016215706,0.0008337024000000001,0.0009292960166931152,0.2,-0.00024308819265570492,290,49398.39453125,104981.3021484375
253952,1173.9325244000001,107,14,726.6662091300001,31,75.25,17539,621.221075,0.015174912000000002,-0.869882746040821,0.0,4.195547e-05,0.0008279680000000001,0.0010197758674621582,0.2,-0.0001438012404832989,300,51716.66015625,102792.3130859375
262144,1259.7446593999998,108,14,713.5592172,32,75.55,17533,688.773233,0.015019264000000001,-0.8671416074037552,0.0,0.00012892189,0.0008222336000000001,0.0013876557350158691,0.2,-8.645314519526437e-05,310,48096.20703125,96145.7146484375
270336,1368.7062958999998,108,15,760.46167465,33,76.26,17526,735.9480845,0.014863616,-0.876993328332901,0.0,0.00015830138,0.0008164992000000001,0.0013676881790161133,0.2,-5.773620214313269e-05,320,47460.87109375,95005.697265625
278528,1354.0254176000003,105,15,795.9149626599999,34,78.71,17522,702.903668,0.014707967999999998,-0.8850294038653373,0.0,0.000241214,0.0008107648000000001,0.001764059066772461,0.2,-0.00015649388078600168,330,51093.38671875,105764.869140625
286720,1352.8472860000002,105,16,810.3771267200001,35,77.88,17515,778.095225,0.01455232,-0.9019392862915993,0.0,3.885806e-05,0.0008050304000000001,0.00112837553024292,0.2,-7.145574782043695e-05,340,57478.0,115307.411328125
294912,1401.4882335,106,16,818.7976602599999,36,77.66,17510,690.6383495,0.014396672,-0.8726509153842926,0.0,0.00014488187,0.0007992960000000001,0.0017001032829284668,0.2,-0.00027796494250651447,350,59869.30078125,119962.4123046875
303104,1310.0278886000003,105,17,776.95582775,37,75.99,17506,659.333256,0.014241023999999998,-0.8564380779862404,0.0,0.00096328446,0.0007935615999999999,0.0014644265174865723,0.2,-0.0009538154408801347,360,68290.0390625,130812.31875
311296,1265.0939219,112,17,715.4673396499999,38,75.05,17501,595.4191695,0.014085376,-0.8278383836150169,0.0,0.00019288862,0.0007878272,0.0012459754943847656,0.2,-0.00028140800714027137,370,53873.82421875,108532.5197265625
319488,1191.2702915,110,18,730.2527182499999,39,74.75,17495,659.060644,0.013929727999999999,-0.8485437914729118,0.0,0.00039086607,0.0007820928,0.0028774142265319824,0.2,-0.0001860079704783857,380,45772.20703125,94192.287890625
327680,1295.273682,106,18,775.8586826599999,40,77.04,17489,697.505144,0.013774080000000001,-0.8469422981142998,0.0,6.9886984e-05,0.0007763584,0.001859128475189209,0.2,-6.957101722946391e-05,390,44967.62109375,88742.440625
335872,1270.2482278,104,19,785.65589676,41,78.32,17486,732.462093,0.013618432,-0.8430829778313637,0.0,0.00012727015,0.0007706240000000001,0.0019232630729675293,0.2,-0.00029471775924321263,400,51411.56640625,103152.3962890625
344064,1341.5907114,105,19,792.27638268,42,77.02,17485,693.159049,0.013462784000000002,-0.8398479610681534,0.0,0.00018433563,0.0007648896000000001,0.0022445321083068848,0.2,-0.0003072685009101406,410,53773.04296875,106246.812890625
352256,1287.049437,111,20,779.35973102,43,75.52,17480,715.503065,0.013307136,-0.8034284353256226,0.0,0.0005358343,0.0007591552000000001,0.003160834312438965,0.2,-0.0005196779820835218,420,54320.11328125,105941.561328125
360448,1418.5371242000003,107,20,824.5705885599997,44,76.49,17478,742.004878,0.013151488,-0.781216049194336,0.0,0.00039487856,0.0007534208,0.002263486385345459,0.2,-0.00039417000953108073,430,50913.28125,102418.273828125
368640,1333.6584945,106,21,790.0305357700001,45,76.34,17471,721.6241855000001,0.012995839999999998,-0.7687175557017326,0.0,8.7585446e-05,0.0007476864,0.0018531084060668945,0.2,-0.0001724187604850158,440,60848.5,124975.501953125
376832,1451.782001,111,21,829.8658969900002,46,75.15,17465,671.809292,0.012840192,-0.752897797524929,0.0,0.0005399546,0.0007419519999999999,0.002657651901245117,0.2,-0.0004987922613509,450,52333.6875,106572.8318359375
385024,1215.4750162,112,22,727.04743149,47,73.16,17489,641.1205995,0.012684543999999999,-0.7199208229780197,0.0,2.7034977e-05,0.0007362175999999999,0.0005729198455810547,0.2,-0.00015823619323782623,460,65498.73046875,133114.730078125
393216,1406.0724148000002,109,22,814.6354623499999,48,75.57,17486,661.879552,0.012528896000000001,-0.7443822249770164,0.0,0.00027216916,0.0007304831999999999,0.002955138683319092,0.2,-8.193414832931012e-05,470,42679.3125,87069.209765625
401408,1340.8042073999998,108,22,761.38167225,49,74.76,17485,705.231324,0.012373248,-0.7562008157372475,0.0,0.00022371022,0.0007247488,0.0012496709823608398,0.2,-9.715853957459331e-06,480,62664.26171875,122821.19375
409600,1353.1394882,109,23,807.0935934900002,50,75.75,17479,718.841045,0.012217600000000002,-0.7647567316889763,0.0,0.00011250855,0.0007190144,0.002076566219329834,0.2,-0.00017195619293488562,490,51940.99609375,104641.058984375
417792,1401.4633737,104,23,847.3177961299999,51,78.09,17475,698.5921785,0.012061952,-0.7491061225533485,0.0,5.7092853e-05,0.0007132800000000001,0.004396200180053711,0.2,-0.000108321153675206,500,52280.46875,108776.2494140625
425984,1335.2053690000002,112,24,755.5260297299999,52,73.39,17473,662.5929355000001,0.011906304000000003,-0.7562355920672417,0.0,3.907345e-05,0.0007075456000000001,0.0018573999404907227,0.2,-9.29958827327937e-05,510,61709.265625,123093.5033203125
434176,1376.4510125,108,24,774.17548046,53,74.21,17471,675.0814210000001,0.011750655999999998,-0.7614628657698631,0.0,0.00022600408,0.0007018112000000002,0.0030052661895751953,0.2,-7.797978905728087e-05,520,49950.53125,101710.023046875
442368,1391.5617663,108,25,847.8313279,54,77.15,17479,761.0337655000001,0.011595008,-0.777701473236084,0.0,0.00010814656,0.0006960768,0.0020957589149475098,0.2,-4.085036343894899e-05,530,56609.65625,110036.2984375
450560,1282.7452386,104,25,850.91821699,55,77.43,17480,821.8979334999999,0.011439359999999999,-0.780530396103859,0.0,0.00011592281,0.0006903424000000001,0.0035493969917297363,0.2,-3.118783643003553e-05,540,60748.77734375,124641.5091796875
458752,1274.5259035999998,108,26,796.5195473600003,56,76.22,17476,712.6770765,0.011283711999999998,-0.7840484827756882,0.0,6.9566435e-05,0.000684608,0.0067517757415771484,0.2,-6.641555519308895e-05,550,57713.0,116906.673046875
466944,1286.0568703,108,26,786.4511278000001,57,76.35,17472,682.6591765000001,0.011128064,-0.7946836069226265,0.0,0.00015114687,0.0006788736,0.0030864477157592773,0.2,-6.631843571085483e-05,560,52290.4453125,102287.880859375
475136,1367.7699692,112,27,706.8646695199999,58,72.94,17467,597.5153175,0.010972415999999999,-0.8046689406037331,0.0,0.0001688262,0.0006731392,0.00395357608795166,0.2,-0.00027238478360231967,570,48811.83984375,99941.781640625
483328,1309.4685201000002,102,27,795.8562945100001,59,76.35,17464,697.2397375,0.010816768000000001,-0.8102479159832001,0.0,6.830721e-05,0.0006674048,0.0020931363105773926,0.2,-9.898997377604246e-05,580,44532.12109375,88584.301953125
491520,1357.0333186,102,28,968.4435101099999,60,85.15,17461,653.8571385,0.01066112,-0.8170320272445679,0.0,0.00010975331,0.0006616704,0.0017988085746765137,0.2,-5.48629614058882e-05,590,74872.1328125,155128.939453125
499712,1333.9515382000002,107,28,831.9096974000001,61,76.51,17459,679.058032,0.010505472000000002,-0.8427192643284798,0.0,0.00015051584,0.000655936,0.0013074874877929688,0.2,-5.3565252164844425e-05,600,76420.109375,147734.273046875
507904,1300.8450430000003,102,29,808.3409527099998,62,79.65,17460,720.745694,0.010349824,-0.8202897772192955,0.0,0.0006790528,0.0006502016000000001,0.0004888772964477539,0.2,-0.0002606982016004622,610,57528.73828125,112563.073046875
516096,1297.5973544,100,29,793.98467492,63,77.63,17460,745.088885,0.010194176,-0.8458928018808365,0.0,0.00040312827,0.0006444672,0.0030342936515808105,0.2,-0.0004509827005676925,620,53725.1640625,104267.2623046875
524288,1344.67856,101,30,1014.5633330199998,64,86.76,17459,672.635488,0.010038528000000001,-0.849461555480957,0.0,0.00019068303,0.0006387328,0.0023812055587768555,0.2,-0.0002770714636426419,630,85325.5625,171483.709375
532480,1349.9824225,106,30,832.6719178400001,65,78.27,17457,790.4174439999999,0.00988288,-0.8477771610021592,0.0,4.2582986e-05,0.0006329984,0.0028811097145080566,0.2,-8.778935443842784e-05,640,76424.6171875,150055.927734375
540672,1375.6481121,92,30,1024.2810865500003,66,86.4,17455,718.1929210000001,0.009727231999999999,-0.8259631931781769,0.0,9.2948816e-05,0.000627264,0.0058335065841674805,0.2,-0.00020276524301152677,650,53587.1171875,108327.8263671875
548864,1432.7819,101,31,866.7367205300002,67,78.64,17453,734.6535,0.009571584000000001,-0.8490945070981979,0.0,8.604522e-05,0.0006215296,0.0017799735069274902,0.2,-0.00016702116990927607,660,104225.7578125,226935.86484375
557056,1467.2891820000002,102,31,951.6411881200002,68,82.27,17453,810.9005870000001,0.009415936,-0.8094239071011543,0.0,8.6040345e-05,0.0006157952,0.0024113059043884277,0.2,-0.0002552653866587207,670,83780.8984375,167533.2265625
565248,1429.7929956,100,32,942.8226632900002,69,83.05,17450,913.9436774999999,0.009260288000000002,-0.792724521458149,0.0,0.00072850805,0.0006100608,0.0055204033851623535,0.2,-0.0008860610658302903,680,60582.16796875,126642.171875
573440,1336.9985997,100,32,806.2328206399999,70,75.58,17447,695.268425,0.00910464,-0.7582309573888779,0.0,4.8292502e-05,0.0006043264,0.004935324192047119,0.2,-0.00013502880465239288,690,61154.15625,125876.5607421875
581632,1476.3133624000002,104,33,998.2288161900001,71,84.67,17445,641.1620135000001,0.008948992,-0.7818308994174004,0.0,2.1978805e-05,0.000598592,0.002204418182373047,0.2,-5.6353790569119155e-05,700,88766.9140625,180064.57109375
589824,1257.9392686,110,33,737.45224218,72,73.73,17450,608.053848,0.008793344,-0.7732162311673164,0.0,0.0005150091,0.0005928576,0.0010389089584350586,0.2,-0.0005515851662494242,710,64790.5390625,130097.3341796875
598016,1361.497792,108,34,815.1873257200001,73,75.98,17453,743.6816855,0.008637696,-0.7443159058690071,0.0,0.0002442004,0.0005871232,0.0020130276679992676,0.2,-0.0002016510465182364,720,44297.72265625,89967.11328125
606208,1333.9280806,109,34,829.5071771200002,74,76.11,17450,680.139882,0.008482048,-0.7291009321808815,0.0,1.0947173e-05,0.0005813888,0.002448737621307373,0.2,-4.349480732344091e-05,730,55355.9453125,108703.7759765625
614400,1396.78269,104,35,858.0286799,75,77.21,17447,715.31555,0.008326400000000001,-0.7208594664931297,0.0,0.00025715737,0.0005756544,0.003664672374725342,0.2,-0.000265440865769051,740,56063.875,114105.5044921875
622592,1420.8377888,108,35,851.1544951999999,76,76.94,17444,761.222585,0.008170752,-0.6964244857430458,0.0,0.00019328599,0.00056992,0.0032309889793395996,0.2,-0.0002243367809569463,750,58757.6875,118380.9466796875
630784,1424.0678699999999,106,36,872.47168414,77,76.88,17444,804.4675394999999,0.008015103999999999,-0.6897746562957764,0.0,5.7632657e-05,0.0005641856,0.00372922420501709,0.2,-0.00013857331941835582,760,56829.18359375,113989.7515625
638976,1470.8992234,107,36,860.07111794,78,77.07,17444,758.762193,0.007859456,-0.6714703619480134,0.0,4.7917943e-05,0.0005584512,0.0019924044609069824,0.2,-0.0001305657351622358,770,56499.37890625,115369.302734375
647168,1539.7927314,102,37,963.6574181999999,79,78.95,17442,834.0299729999999,0.007703808,-0.6678432211279869,0.0,4.121298e-05,0.0005527168,0.006405889987945557,0.2,-8.188016654457897e-05,780,56644.63671875,114698.614453125
655360,1263.581922,113,37,782.55290371,80,73.65,17440,714.528814,0.007548159999999999,-0.6552616059780121,0.0,0.00019547151,0.0005469824,0.007199645042419434,0.2,-0.00022646438446827233,790,76939.3359375,147708.762890625
663552,1294.705591,106,38,824.0887874400001,81,76.47,17438,703.258238,0.0073925119999999995,-0.6800431922078133,0.0,8.114752e-06,0.000541248,0.003105759620666504,0.2,1.6831880202516914e-06,800,45816.97265625,94612.933984375
671744,1386.2538039000003,110,38,845.9907406599999,82,74.88,17435,720.922542,0.007236864,-0.6761182636022568,0.0,0.00022072827,0.0005355136,0.006243348121643066,0.2,-0.00032174889638554306,810,50691.68359375,101079.9029296875
679936,1387.3594579,108,39,881.9061722399998,83,76.56,17433,826.451312,0.007081216,-0.6519203647971153,0.0,0.00040052476,0.0005297792,0.004751443862915039,0.2,-0.00039919317932799456,820,56979.74609375,109115.287890625
688128,1569.1417358,105,39,899.4391167099999,84,77.55,17432,790.852433,0.006925568000000001,-0.6332404792308808,0.0,2.040599e-05,0.0005240448,0.008168160915374756,0.2,-8.749222615733743e-05,830,60921.51171875,115480.0388671875
696320,1399.3733878000005,107,39,840.53406717,85,75.22,17431,713.47567,0.006769919999999999,-0.6447194650769233,0.0,0.00011153291,0.0005183104,0.003972530364990234,0.2,-6.646031397394836e-05,840,64968.984375,125107.0546875
704512,1340.0560373000003,112,40,826.39761544,86,74.53,17429,724.9921335,0.006614271999999999,-0.659225371479988,0.0,0.00016714887,0.0005125759999999999,0.004220724105834961,0.2,-0.00010145415435545147,850,57141.13671875,118391.1640625
712704,1407.4294662000002,107,40,826.6232201899999,87,75.62,17428,731.517806,0.006458624,-0.6615069642663002,0.0,7.716342e-06,0.0005068416,0.006717801094055176,0.2,-1.914555614348501e-05,860,53633.50390625,107089.8125
720896,1425.9482346000002,107,41,856.84409862,88,76.34,17425,723.579254,0.006302976,-0.6689410746097565,0.0,3.7142818e-06,0.0005011072,0.0025686025619506836,0.2,-2.5784815079532564e-05,870,54877.87890625,109216.43359375
729088,1265.6138378,99,41,993.34610222,89,82.78,17423,713.631003,0.0061473280000000005,-0.6690595611929894,0.0,0.00029278558,0.0004953728000000001,0.007378518581390381,0.2,-0.00021665951353497804,880,59364.68359375,117194.0029296875
737280,1403.795046,111,42,826.4280230300001,90,75.16,17421,716.434774,0.005991679999999999,-0.714944651722908,0.0,3.5017183e-05,0.0004896384000000001,0.0015488266944885254,0.2,-9.277742356061935e-06,890,92825.8046875,188542.164453125
745472,1249.97807,111,42,767.2366438300003,91,73.23,17419,695.144519,0.005836032,-0.6845206290483474,0.0,1.4999772e-05,0.00048390399999999995,0.00393754243850708,0.2,-3.8469396531581876e-05,900,50184.62890625,101307.3244140625
753664,1433.5969538000004,107,43,846.5461303900001,92,76.59,17419,739.321644,0.005680384,-0.6897979229688644,0.0,2.9576127e-05,0.00047816959999999996,0.008758187294006348,0.2,-2.6859110221266747e-05,910,42765.60546875,86502.6142578125
761856,1316.4744522,109,43,826.18558784,93,75.48,17419,660.513251,0.005524736000000001,-0.6912666395306587,0.0,0.00028038566,0.00047243519999999996,0.006346583366394043,0.2,-0.00028734706866089254,920,53658.9921875,104029.573046875
770048,1392.7437485,106,44,867.43772552,94,77.13,17416,736.6440645,0.005369088000000001,-0.716686663031578,0.0,0.00036106101,0.0004667008,0.00604015588760376,0.2,-0.00022936318418942392,930,49692.04296875,102008.5130859375
778240,1392.0032928000005,107,44,836.47843722,95,75.45,17415,762.641017,0.005213439999999999,-0.7076871991157532,0.0,4.651482e-05,0.0004609664,0.007919251918792725,0.2,-0.00010000981055782176,940,53008.59765625,107613.03203125
786432,1328.7730057,108,45,793.2086206700001,96,73.56,17414,679.3079740000001,0.005057791999999999,-0.7018156409263611,0.0,7.391232e-05,0.00045523199999999997,0.005848705768585205,0.2,-0.00011305192019790411,950,52899.0859375,106174.2330078125
794624,1442.38304,92,45,1123.79078399,97,87.46,17413,839.543304,0.004902144,-0.6828077286481857,0.0,0.00040867119,0.00044949759999999997,0.0037569403648376465,0.2,-0.0003410745703149587,960,50083.05078125,100284.941015625
802816,1394.2102264999999,96,46,1097.64714061,98,87.28,17412,817.531822,0.004746496,-0.7145238399505616,0.0,6.218611e-05,0.0004437632,0.0015156865119934082,0.2,-0.0001543421618407592,970,134877.0625,274907.30859375
811008,1304.8688667,108,46,818.9192255600001,99,74.85,17411,716.415892,0.004590848000000001,-0.6821264788508415,0.0,0.0001685486,0.0004380288,0.0013825297355651855,0.2,-0.0002177196685806848,980,88140.3515625,178139.00078125
819200,1417.502681,106,47,892.57191257,100,77.54,17420,814.3350929999999,0.004435199999999999,-0.663197934627533,0.0,7.335484e-05,0.00043229440000000003,0.0034786462783813477,0.2,-0.0002516044391086325,990,58662.51171875,118555.0443359375
827392,1466.5159134,109,47,885.4934705899999,101,76.19,17420,764.592205,0.004279552,-0.6487415179610252,0.0,3.941526e-05,0.00042656,0.007281363010406494,0.2,-6.89741165842861e-05,1000,57542.74609375,112112.82421875
835584,1382.295243,111,47,877.81325293,102,75.54,17418,751.501125,0.004123904,-0.6479623258113861,0.0,7.890437e-05,0.0004208256,0.00607377290725708,0.2,-0.00013338701683096588,1010,57925.55859375,116168.489453125
843776,1415.3280804000003,107,48,854.7458490099998,103,75.67,17416,713.557178,0.003968256,-0.6315299898386002,0.0,8.430732e-05,0.0004150912,0.0031291842460632324,0.2,-0.00010693779622670264,1020,62552.37890625,120838.4583984375
851968,1386.0550457,110,48,834.2750156199999,104,73.94,17415,700.7149890000001,0.0038126080000000007,-0.6330173864960671,0.0,7.425137e-05,0.0004093568,0.0071343183517456055,0.2,-8.778587216511369e-05,1030,56103.79296875,113780.4720703125
860160,1402.2601696000002,109,49,811.22428422,105,73.67,17414,672.233572,0.0036569599999999995,-0.6095021426677704,0.0,0.00029626617,0.0004036224,0.005747556686401367,0.2,-0.0002759305469226092,1040,54846.92578125,108113.2509765625
868352,1535.9384174000002,95,49,1103.05798071,106,86.87,17412,838.594303,0.003501312,-0.6119083762168884,0.0,5.9529375e-05,0.000397888,0.003204822540283203,0.2,-7.434968138113618e-05,1050,52907.84765625,110359.43203125
876544,1474.5543109999999,106,50,892.61618361,107,76.47,17409,717.332697,0.0033456640000000004,-0.6423179268836975,0.0,2.9958537e-06,0.0003921536,0.00432133674621582,0.2,-8.49332136567682e-06,1060,99563.296875,204838.509765625
884736,1341.935006,111,50,802.3754205399999,108,73.74,17408,697.653901,0.0031900160000000004,-0.6082281023263931,0.0,2.4700632e-05,0.0003864192,0.0039054155349731445,0.2,-8.9123664656654e-05,1070,65603.4453125,136688.7177734375
892928,1500.1619196000001,109,51,870.3397080899999,109,74.86,17408,739.176843,0.003034367999999999,-0.6102934002876281,0.0,7.029339e-06,0.0003806848,0.0054201483726501465,0.2,-4.375137505121529e-05,1080,50222.05078125,97924.9783203125
901120,1499.9641574000007,105,51,937.5350732799999,110,77.12,17406,837.725418,0.0028787199999999995,-0.5901340588927269,0.0,9.6145835e-05,0.00037495039999999995,0.0030881166458129883,0.2,-0.0001686137489741668,1090,56342.65625,114954.0591796875
909312,1386.9006934000004,105,52,808.1771683199997,111,73.2,17406,670.481305,0.002723072,-0.5863202556967735,0.0,1.2313176e-06,0.00036921599999999996,0.008484959602355957,0.2,-5.5527169024571775e-06,1100,61590.921875,126284.5837890625
917504,1368.9443694,107,52,1037.9695728699999,112,83.26,17404,723.21848,0.0025674240000000004,-0.6152162700891495,0.0,0.00013406933,0.00036348159999999996,0.004503369331359863,0.2,-0.00022359662834787742,1110,86564.015625,171984.016015625
925696,1386.46107,111,53,767.10786597,113,72.59,17404,671.772672,0.002411776000000001,-0.593130050599575,0.0,6.8285954e-06,0.0003577472,0.008542299270629883,0.2,-2.877814695239067e-05,1120,70794.328125,139303.932421875
933888,1545.5924023999999,109,53,854.9334126300001,114,74.7,17403,705.977921,0.0022561279999999987,-0.5954333201050759,0.0,3.5885903e-05,0.0003520128,0.002806246280670166,0.2,-5.154823884367943e-05,1130,46837.3125,97592.4244140625
942080,1377.5662575000003,110,54,838.7355627999999,115,73.95,17401,710.1950979999999,0.002100479999999999,-0.5614531502127648,0.0,0.00017606404,0.00034627839999999997,0.0030369162559509277,0.2,-0.00025234134518541395,1140,54615.5625,109407.4123046875
950272,1549.518027,112,54,868.7488992699999,116,74.61,17400,761.8530725,0.0019448319999999999,-0.557262721657753,0.0,2.4180103e-05,0.00034054399999999997,0.010644137859344482,0.2,-5.623681208817288e-05,1150,50935.921875,102406.3333984375
958464,1381.9148592000004,109,55,868.0107723600001,117,74.71,17400,722.847476,0.0017891840000000003,-0.5512209072709083,0.0,1.9768639e-05,0.0003348096,0.01011347770690918,0.2,-4.5990696526132525e-05,1160,58793.06640625,117411.252734375
966656,1318.360944,111,55,837.83588572,118,72.84,17398,666.74659,0.0016335360000000008,-0.5531353026628494,0.0,2.835317e-06,0.0003290752,0.003843247890472412,0.2,-1.8624737276695668e-05,1170,68093.34375,128659.5923828125
974848,1280.3407501,112,56,823.5007311900001,119,72.57,17397,735.948324,0.001477887999999999,-0.5483984231948853,0.0,3.2289972e-07,0.00032334080000000003,0.005998790264129639,0.2,-7.364427438005805e-06,1180,58879.9765625,121269.8625
