rollout_id,env_id,ep_rew_total,ep_len,timestep_global,terminal_status,x_pos,y_pos,x_vel,y_vel,angle,angular_vel,leg1_contact,leg2_contact,reward_sliding_legs,reward_tilt_preference,reward_upright_penalty,reward_slalom_bonus,reward_side_thruster_bonus,reward_ground_level,reward_vertical_penalty,reward_survival,reward_leg_maintenance
0,7,-121.500224,75,600,crashed,-0.5132124,0.03892115,0.035307042,-0.23958312,0.079783626,-3.2174668,0.0,1.0,8.626743033528328,27.712572490796447,-48.0,0.0,45.5,-45.0,-120.83953955769539,7.499999999999989,3.0
0,6,-128.621036,83,664,crashed,-0.5120965,0.16441299,-0.26224294,0.29109323,1.3488814,1.5782924,0.0,1.0,18.568771839141846,55.43058991804719,-48.0,0.0,24.5,-79.5,-111.9203974455595,8.299999999999986,4.0
0,5,-126.951628,93,744,out_of_bounds,-1.0131401,0.9410966,-1.549203,-0.9795632,0.79180706,0.0034352213,0.0,0.0,0.0,65.38544769212604,-32.0,0.0,44.5,-139.5,-74.63707610312849,9.299999999999983,0.0
0,1,-145.505928,94,752,crashed,-0.23458514,0.01935862,-0.10814895,0.085748516,1.4888077,0.5051038,0.0,1.0,15.95185673236847,49.732216170057654,-88.0,0.0,58.5,-69.0,-127.09000052325428,9.399999999999983,5.0
0,2,-140.901792,98,784,crashed,0.15069409,0.0009125328,0.75207794,-0.50127995,-1.3720117,-6.0379086,1.0,0.0,11.140257358551025,82.61598288628738,-104.0,0.0,72.0,-88.5,-126.95803269790486,9.799999999999981,3.0
0,4,-371.547278,118,944,landed_centered,0.020052243,-0.042762805,2.5103637e-08,-7.595013e-09,-0.0007869245,-1.1358624e-07,1.0,1.0,1.2083423765915313,25.16342211526353,-232.0,0.0,83.0,-109.5,-155.21904251287708,11.799999999999974,4.0
0,0,-611.087263,123,984,crashed,-0.36445028,-0.08382353,-0.6484158,-0.16419917,-0.56203383,0.6037649,1.0,0.0,5.1542322635650635,19.13368990831077,-440.0,0.0,41.0,-112.5,-139.17518476210535,12.299999999999972,3.0
0,3,-198.263615,125,1000,crashed,-0.42450508,0.13808914,-0.5370118,-0.57450765,0.29088417,-4.678611,0.0,1.0,11.385754823684692,52.849725359585136,-96.0,0.0,91.5,-142.5,-130.99909546226263,12.499999999999972,3.0
0,7,-48.327079,87,1296,crashed,0.43291196,0.1205447,0.32665962,-0.07543601,-3.12382,0.5986997,0.0,0.0,3.786494016647339,90.04186214134097,-72.0,0.0,39.0,-4.5,-116.35543469013646,8.699999999999985,3.0
0,2,-223.784421,66,1312,landed_off_centered,0.27104253,-0.011193063,0.14839517,-0.6481183,0.04955817,4.9896374,1.0,1.0,6.95315957069397,11.315261792391539,-136.0,0.0,40.0,-31.5,-125.15284216403961,6.5999999999999925,4.0
0,6,-44.335937,91,1392,crashed,-0.9166928,0.20315582,-2.018243,-0.48138103,2.0827847,1.0860574e-07,0.0,0.0,9.605171203613281,127.55172055587173,-32.0,0.0,57.0,-105.0,-111.59282830450684,9.099999999999984,1.0
0,0,-466.553843,64,1496,landed_centered,-0.03196802,-0.036021058,-0.10361812,-0.90331054,-0.08229543,5.1708136,1.0,1.0,1.3461506515741348,3.8620098459650762,-352.0,0.0,30.5,-33.0,-126.66200399398804,6.399999999999993,3.0
0,4,-211.946094,78,1568,crashed,0.037275027,0.0057637906,0.42904,-0.0161237,-0.9938932,-1.1910737,1.0,0.0,7.321503162384033,47.45298464712687,-152.0,0.0,52.0,-54.0,-123.52058220654726,7.799999999999988,3.0
0,1,-220.741682,108,1616,crashed,0.78483295,0.05974196,0.47700626,0.049960922,-0.8131227,-1.3304996,1.0,0.0,8.81822395324707,49.15306539461017,-104.0,0.0,70.0,-112.5,-145.01297179609537,10.799999999999978,2.0
0,2,-127.620305,62,1808,crashed,0.48044834,0.11524459,0.9156126,-0.45354185,-0.29708645,4.0830355,1.0,0.0,17.59581184387207,24.464726144447923,-56.0,0.0,34.5,-43.5,-113.88084250688553,6.199999999999994,3.0
