time/iterations,train/ent_coef,time/total_timesteps,rollout/ep_score_median,rollout/ep_score_p90,rollout/ep_rew_mean,rollout/ep_count,time/time_elapsed,time/fps,rollout/ep_len_mean,train/approx_kl,train/entropy_loss,train/learning_rate,train/clip_range,train/n_updates,train/loss,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/clip_fraction
1,0.019844352,8192,-173.266639,-68.39440819999999,-224.72194429411766,85,0,22952,93.54117647058824,,,,,,,,,,
2,0.019688704,16384,-150.932745,-53.99592679999999,-194.36780455000005,89,0,19785,89.46,0.007975419,-1.382806208729744,0.0009942656,0.2,10,3055.5791015625,6355.47958984375,-0.002226374176098034,-0.00423741340637207,0.035986328125
3,0.019533056,24576,-109.171748,-37.16094939999997,-163.34595043,97,1,18897,85.6,0.004854571,-1.3716648429632188,0.0009885312,0.2,20,2562.7802734375,5272.894128417969,-0.0020313953544246035,0.008712053298950195,0.00841064453125
4,0.019377408,32768,-108.368572,-14.44971,-138.71755303,96,1,18472,85.71,0.010627242,-1.3466902762651443,0.0009827968,0.2,30,1883.9068603515625,3957.45791015625,-0.003041813863092102,0.05898934602737427,0.0376220703125
5,0.01922176,40960,-69.4521175,18.45837840000004,-84.56539564999997,102,2,18254,80.53,0.012358113,-1.2981381118297577,0.0009770624,0.2,40,1650.4609375,3216.4675109863283,-0.003982681667548604,0.15398496389389038,0.05758056640625
6,0.019066112,49152,-61.085629,51.78059660000002,-76.06519655,109,2,18097,75.82,0.013011233,-1.2107527732849122,0.000971328,0.2,50,732.4131469726562,1780.9225952148438,-0.003875367372529581,0.3006458878517151,0.07210693359375
7,0.018910464000000002,57344,-44.577822999999995,82.58882970000015,-38.726287000000006,110,3,17976,73.76,0.013137404,-1.1059534043073653,0.0009655936,0.2,60,976.1520385742188,2020.0480895996093,-0.0051949427928775545,0.3125150203704834,0.08519287109375
8,0.018754816,65536,-28.273077,66.6866642,-36.49614571,115,3,17903,71.6,0.009390574,-0.9775365397334099,0.0009598592,0.2,70,832.3450927734375,1794.6405212402344,-0.005506768531631678,0.3614603877067566,0.0738037109375
9,0.018599168,73728,-17.8150025,115.665653,-19.90024971,116,4,17823,69.46,0.008559462,-0.8882998436689377,0.0009541248,0.2,80,883.2775268554688,1794.5358764648438,-0.005855197829077952,0.38339686393737793,0.041943359375
10,0.01844352,81920,3.509075,167.90874680000002,24.132786159999995,114,4,17772,73.43,0.0026309588,-0.8232922777533531,0.0009483904,0.2,90,1240.54638671875,2470.4423767089843,-0.002486230107024312,0.2870957851409912,0.01455078125
11,0.018287872,90112,21.5093955,156.97767750000003,41.44575264000001,116,5,17732,70.38,0.004098657,-0.7581203758716584,0.000942656,0.2,100,1162.5855712890625,2422.6717163085937,-0.0028354334936011583,0.32223474979400635,0.021728515625
12,0.018132224000000002,98304,21.284533,184.48121780000008,42.71974704999999,117,5,17697,69.88,0.0028372575,-0.716541339457035,0.0009369216,0.2,110,1352.2076416015625,2799.9807312011717,-0.0018548704741988332,0.2276419997215271,0.0121337890625
13,0.017976576,106496,3.301371,212.07601539999993,46.85487905000001,118,6,17651,69.58,0.003190154,-0.6658517226576806,0.0009311872000000001,0.2,120,2035.3426513671875,3728.5295471191407,-0.0013397006230661645,0.17768174409866333,0.005712890625
14,0.017820928,114688,24.255471,160.9648706,35.02604710999999,120,6,17625,68.38,0.0007311339,-0.6230374649167061,0.0009254528000000001,0.2,130,3172.919677734375,6468.215991210937,-0.0009442010486964136,0.11948657035827637,0.0001220703125
15,0.017665280000000002,122880,39.664035,230.44197090000003,58.34170058000001,114,6,17601,69.4,0.0030872845,-0.5436445295810699,0.0009197184000000001,0.2,140,1053.421142578125,2167.522171020508,-0.00250359756173566,0.28964853286743164,0.02557373046875
16,0.017509632,131072,39.313473,250.1451503,73.61990522,120,7,17578,69.74,0.0023525797,-0.4901196524500847,0.0009139840000000001,0.2,150,1782.870849609375,3700.553985595703,-0.001412866753526032,0.21914207935333252,0.01339111328125
17,0.017353984,139264,35.924861,219.1274536,62.319581660000004,118,7,17568,69.81,0.0012524938,-0.4936177387833595,0.0009082496000000001,0.2,160,2194.64599609375,4634.636755371093,-0.00027993747644359244,0.14947915077209473,0.00086669921875
