rollout_id,env_id,ep_rew_total,ep_len,timestep_global,terminal_status,x_pos,y_pos,x_vel,y_vel,angle,angular_vel,leg1_contact,leg2_contact,reward_shaping_delta,reward_main_engine_penalty,reward_side_engine_penalty
7,4,74.528393,67,65008,crashed,-0.13350515,-0.0124996565,0.21009763,-0.36785257,0.4191738,-3.4990718,0.0,0.0,79.35839080810547,-3.899999999999999,-0.9300000000000006
7,5,102.866228,68,65008,crashed,0.12755509,-0.020541526,0.12036657,-0.49529424,0.27691907,-4.38563,0.0,1.0,109.61622619628906,-5.999999999999998,-0.7500000000000004
7,0,153.290872,70,65112,landed_off_centered,0.49920255,0.07937029,-1.1276844e-08,2.239013e-08,0.32178745,3.9615297e-10,1.0,1.0,159.11087036132812,-4.799999999999999,-1.0200000000000007
7,1,-112.024821,104,65272,crashed,0.15065059,0.010489163,0.7537312,0.1415847,-2.0910847,-1.9344721,1.0,0.0,-103.92481994628906,-6.299999999999998,-1.8000000000000014
7,7,65.049856,97,65352,crashed,0.33078927,-0.024835994,0.27213797,-0.6154576,-0.12126557,5.3884997,0.0,1.0,71.73985290527344,-4.799999999999999,-1.8900000000000015
7,2,67.129283,112,65400,crashed,0.21948394,-0.009947482,0.2607341,-0.4188438,0.46660894,-4.100755,0.0,1.0,77.05928039550781,-8.099999999999998,-1.8300000000000014
8,4,88.912931,68,65552,crashed,0.05258913,-0.026197126,0.08893789,-0.74246216,0.20936552,-5.049267,0.0,1.0,94.82292938232422,-4.799999999999999,-1.1100000000000008
8,6,91.16132,91,65640,landed_off_centered,-0.2278072,-0.015567246,-0.17900951,-0.48056373,-0.3615345,4.563843,1.0,1.0,99.92131805419922,-7.499999999999997,-1.260000000000001
8,3,200.472869,112,65656,landed_centered,-0.009077454,-0.042728294,-5.849408e-14,2.6303981e-14,-0.00043243554,2.6452717e-13,1.0,1.0,207.6128692626953,-5.099999999999999,-2.0400000000000014
8,5,79.297013,96,65776,crashed,-0.3241492,0.0008759832,-0.06980922,-0.27189884,-0.5114746,3.6282153,1.0,0.0,88.32701110839844,-7.499999999999997,-1.5300000000000011
8,0,22.661531,89,65824,crashed,0.511116,0.09385815,0.20417467,-0.83598775,0.4750113,-5.2626166,0.0,1.0,28.6915283203125,-4.499999999999999,-1.5300000000000011
8,1,86.087044,73,65856,crashed,-0.06669102,-0.022253456,-0.06866124,-0.6714256,0.26206362,-5.1822953,0.0,1.0,92.65704345703125,-5.399999999999999,-1.1700000000000008
8,7,101.129071,86,66040,landed_off_centered,-0.43656224,-0.07510656,-0.2566448,-0.5923552,0.023439556,-4.489503,1.0,1.0,110.51907348632812,-8.099999999999998,-1.290000000000001
8,6,108.142988,66,66168,crashed,0.15699443,-0.037072983,0.24069063,-0.63339114,0.04237454,-4.36577,1.0,0.0,114.23298645019531,-5.099999999999999,-0.9900000000000007
8,2,-3.955721,102,66216,crashed,0.41360894,-0.069432475,-0.3986849,-0.03993049,1.1853209,1.4976568,0.0,0.0,2.13427734375,-4.199999999999999,-1.8900000000000015
