time/iterations,train/ent_coef,time/total_timesteps,rollout/ep_score_median,rollout/ep_score_p90,rollout/ep_rew_mean,rollout/ep_count,time/time_elapsed,time/fps,rollout/ep_len_mean,train/approx_kl,train/entropy_loss,train/learning_rate,train/clip_range,train/n_updates,train/loss,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/clip_fraction
1,0.019844352,8192,34.345211,83.808233,20.341919894117645,85,0,23352,93.54117647058824,,,,,,,,,,
2,0.019688704,16384,52.5126865,102.30104800000001,40.25585192,86,0,20107,92.73,0.004746803,-1.3836789429187775,0.0009942656,0.2,10,1207.3094482421875,2579.963494873047,-0.0022786454850574956,-0.00959920883178711,0.0111328125
3,0.019533056,24576,56.468845,107.06842759999999,47.11261554,87,1,19289,92.87,0.0012635016,-1.3802214175462724,0.0009885312,0.2,20,1397.9241943359375,2941.2268615722655,-0.0007546300417743623,0.02232140302658081,0.0
4,0.019377408,32768,61.9531555,132.53112,33.406847709999994,76,1,18920,103.63,0.001476451,-1.3755347639322282,0.0009827968,0.2,30,1344.81591796875,2890.096600341797,-0.00046049325028434395,0.03671234846115112,0.0
5,0.01922176,40960,63.5125545,126.8951589,36.64954383,88,2,18718,102.03,0.0021642747,-1.3717974931001664,0.0009770624,0.2,40,1658.63671875,3544.6452758789064,-0.0012798745417967438,0.04910200834274292,0.00010986328125
6,0.019066112,49152,62.084553,128.11220509999998,48.51912665,88,2,18568,95.7,0.0012835355,-1.3623718231916429,0.000971328,0.2,50,1343.4217529296875,2820.2259033203127,-0.0005739928339608014,0.15146589279174805,0.0
7,0.018910464000000002,57344,52.055064,129.9899126,45.552459490000004,87,3,18463,92.63,0.0040802136,-1.3604373902082443,0.0009655936,0.2,60,1306.614501953125,2646.476495361328,-0.001338682504137978,0.220051109790802,0.0
8,0.018754816,65536,55.636063,121.57916040000003,47.97170661000001,85,3,18368,95.13,0.003587753,-1.3524460554122926,0.0009598592,0.2,70,1282.13525390625,2643.104351806641,-0.0014181821781676263,0.267514169216156,0.0
9,0.018599168,73728,68.367002,130.11148020000005,64.90101997,85,4,18328,97.17,0.00851254,-1.3412819683551789,0.0009541248,0.2,80,1080.052734375,2248.0497619628904,-0.002026851018308662,0.34180593490600586,0.02967529296875
10,0.01844352,81920,60.4405385,105.0417122,54.219119129999996,82,4,18297,97.86,0.0023166058,-1.346263089776039,0.0009483904,0.2,90,1303.3204345703125,2755.587683105469,-0.0006709496927214786,0.3453112244606018,0.0
11,0.018287872,90112,75.040948,126.4399152,66.93909184,83,4,18262,91.5,0.003657059,-1.3456648916006089,0.000942656,0.2,100,1042.7198486328125,2243.2708251953127,-0.0013354758295463399,0.36416250467300415,0.0013671875
12,0.018132224000000002,98304,71.573835,139.13987640000002,41.80278989000001,74,5,18229,106.32,0.0018132132,-1.342597433924675,0.0009369216,0.2,110,1502.0465087890625,3213.5205810546877,-0.0010529340215725824,0.19074314832687378,0.0
