rollout_id,env_id,ep_rew_total,ep_len,timestep_global,terminal_status,x_pos,y_pos,x_vel,y_vel,angle,angular_vel,leg1_contact,leg2_contact,reward_sliding_legs,reward_tilt_preference,reward_upright_penalty,reward_slalom_bonus,reward_side_thruster_bonus,reward_ground_level,reward_vertical_penalty,reward_survival,reward_leg_maintenance
0,0,-235.500742,55,440,landed_off_centered,0.32011986,-0.03411551,0.2832597,0.009061828,0.048273087,-1.4599908e-07,1.0,1.0,10.174417734146118,5.229959981516004,-160.0,0.0,50.0,-24.0,-126.40511992573738,5.4999999999999964,4.0
0,3,-486.652037,88,704,crashed,-0.11650343,-0.030861415,-0.053314555,-0.8434315,0.14789483,-5.1340213,1.0,0.0,1.4507424235343933,7.499704462010413,-376.0,0.0,61.5,-64.5,-127.40248406608589,8.799999999999985,2.0
0,7,-294.411989,98,784,crashed,-0.10256033,0.0058867787,0.53965473,0.15335265,-1.9907694,-1.7620262,1.0,0.0,9.22609806060791,76.12711610435508,-232.0,0.0,45.5,-79.5,-126.56520323827863,9.799999999999981,3.0
0,2,-234.418345,105,840,crashed,-0.32650432,0.07674831,0.053283423,-0.011345303,0.60477,-0.15503526,0.0,1.0,7.4934042096138,56.773461791686714,-168.0,0.0,84.0,-108.0,-120.1852108053863,10.499999999999979,3.0
0,4,-226.348532,108,864,crashed,-0.3767104,0.14798398,-0.9228719,-0.2205576,1.6961551,-3.1757133,0.0,1.0,5.5372314453125,93.62072523962706,-176.0,0.0,83.5,-121.5,-123.30648911558092,10.799999999999978,1.0
0,6,-168.948525,110,880,out_of_bounds,-1.0065384,0.89238065,-1.3825971,-0.71333534,0.52134234,0.02346723,0.0,0.0,0.0,40.30745808780193,-64.0,0.0,79.0,-165.0,-70.25598316919059,10.999999999999977,0.0
0,1,-401.972365,112,896,crashed,-0.010225868,-0.008983317,0.52541673,0.003457868,-1.7355982,1.3218166e-06,1.0,0.0,9.098746061325073,74.8215286983177,-312.0,0.0,58.5,-105.0,-141.59263974404894,11.199999999999976,3.0
0,0,-148.77847,85,1120,landed_off_centered,0.71647435,-0.076767,0.30093127,-0.1326739,0.34109744,-1.0176841,1.0,1.0,14.160458326339722,23.11478524003178,-72.0,0.0,46.0,-42.0,-130.55371311306953,8.499999999999986,4.0
0,5,-214.818053,142,1136,crashed,0.65140456,0.022322927,1.07232,0.23319674,-1.5983156,-0.8874135,1.0,0.0,31.313441276550293,121.53519700880861,-120.0,0.0,61.0,-154.5,-172.36669161834288,14.199999999999966,4.0
0,7,-155.882616,67,1320,crashed,0.120825864,-0.022143414,-0.3052458,-0.19152506,-0.2675096,1.4797709,1.0,0.0,1.831474781036377,29.97253689938225,-96.0,0.0,29.0,-1.5,-126.88662788271904,6.699999999999992,1.0
