rollout_id,env_id,ep_rew_total,ep_len,timestep_global,terminal_status,x_pos,y_pos,x_vel,y_vel,angle,angular_vel,leg1_contact,leg2_contact,reward_hover_high,reward_spin_angle,reward_spin_rate,reward_wander_position,reward_wander_velocity,reward_action_preference,reward_anti_landing,reward_survival
0,7,234.070145,76,5192,crashed,0.644866,-0.0014459873,0.9543086,-0.28204456,-0.4055972,3.498399,1.0,0.0,127.64469757862389,20.377972272224724,7.462377816438675,34.93451816216111,32.0505787730217,4.0000000000000036,0.0,7.599999999999989
0,1,168.347104,76,5552,crashed,0.097038075,-0.009921231,0.08901239,-0.29693386,-0.45798445,3.5523376,1.0,0.0,122.03212202899158,17.239150157081895,7.513499046792276,4.159319115336984,5.003014136105776,4.800000000000002,0.0,7.599999999999989
0,4,294.998455,90,5624,crashed,-0.9326555,-0.2674039,-1.5037252,-1.2266462,0.3048947,3.3676941,0.0,0.0,141.85418578237295,24.709129417315125,8.128306466853246,58.842678122222424,46.464155465364456,6.000000000000005,0.0,8.999999999999984
0,3,168.905296,65,5704,crashed,0.44076854,0.019703232,0.1480854,-0.40473354,0.04113639,4.262182,1.0,0.0,101.67824002727866,8.45945813972503,5.114476398099214,21.034233890473843,21.718887381255627,4.400000000000001,0.0,6.499999999999993
0,2,304.330204,96,5728,crashed,-0.39541262,0.019609317,-0.7994795,0.012194394,2.261403,4.349645,0.0,0.0,170.53777875751257,57.884565570857376,22.71745594777167,17.255581699078903,20.034822069108486,6.300000000000004,0.0,9.599999999999982
0,6,596.587861,154,5824,landed_off_centered,-0.9166991,-0.1447787,-0.0611135,-0.9311835,-0.19502996,-5.527568,1.0,1.0,366.394080452621,28.668863060767762,12.406000587739982,117.45187414251268,45.36704319342971,10.899999999999999,0.0,15.399999999999961
0,0,464.149802,107,5928,crashed,-0.8985319,0.04414359,-1.518472,-0.12402272,2.1080813,0.40348464,0.0,0.0,243.65381760150194,76.24231925234199,19.471779093146324,61.07916135340929,45.10272514820099,7.9000000000000075,0.0,10.699999999999978
0,7,384.430232,117,6128,crashed,0.8446697,-0.14416654,0.3734086,-0.13567694,-0.20984331,2.9264216,1.0,0.0,224.40752581693232,25.3134288424626,6.189888193330262,67.28569937497377,42.033689722418785,7.500000000000013,0.0,11.699999999999974
0,5,429.054913,120,6144,crashed,-0.86089253,-0.22504352,-1.3498104,-0.013995152,2.1021917,0.7428993,0.0,1.0,219.08785654976964,61.1500077014789,20.473796932958066,64.41345946677029,43.229792445898056,8.700000000000006,0.0,11.999999999999973
0,1,199.533241,77,6168,crashed,0.1671793,0.005629859,0.46045703,-0.006257334,-0.96661454,-1.2765124,1.0,0.0,136.06278357468545,22.633535290544387,10.073452639378957,6.665410749381408,8.698058679699898,7.700000000000009,0.0,7.699999999999989
0,3,168.967621,67,6240,landed_off_centered,-0.349755,-0.029916778,-1.0208973e-09,2.3554125e-09,-0.0736514,3.5721688e-09,1.0,1.0,108.28906983882189,7.78884501196444,5.3481756985818905,18.341077799908817,17.00045283189797,5.500000000000004,0.0,6.699999999999992
0,4,194.012527,77,6240,landed_off_centered,-0.35688987,-0.016342225,0.19541357,-0.55089504,-0.03377939,-4.380859,1.0,1.0,128.90897564217448,8.751096682157367,5.120735680684447,20.665631357580423,17.666088096797466,5.2000000000000055,0.0,7.699999999999989
0,2,278.158413,87,6424,crashed,0.6927532,-0.054117132,1.2220137,-0.5597736,-0.42488906,3.8503819,1.0,0.0,149.26750050485134,31.18089484795928,7.889266438782215,41.079271061345935,34.54147991538048,5.500000000000006,0.0,8.699999999999985
0,0,187.493094,72,6504,crashed,-0.3255942,-0.046735156,-0.51525563,-0.74626803,0.28681737,-5.1435933,0.0,1.0,119.82610828988254,14.294399917125702,7.03341949917376,17.225183617323637,16.21398240327835,5.700000000000005,0.0,7.19999999999999
0,6,308.553525,102,6640,crashed,0.48025972,0.17857684,-0.0073344037,-0.317058,-0.16026603,3.5613613,1.0,0.0,220.09110289812088,6.764458961566561,5.419663083273917,35.49755333177745,23.78074648603797,6.800000000000007,0.0,10.19999999999998
0,5,143.395286,65,6664,landed_off_centered,-0.24285617,-0.05661266,-0.7221982,-0.114713766,0.23389871,-4.1329884e-08,1.0,1.0,100.32350352779031,6.914261443540454,2.1975647954980957,11.005809652619064,12.154146879911423,4.3000000000000025,0.0,6.499999999999993
0,1,195.496772,88,6872,crashed,0.094137,-0.027862491,0.07506744,-0.5971031,0.18034253,-4.2594314,0.0,1.0,153.25050025060773,8.904493333073333,7.4636726572643965,7.323728080838919,4.6543772846926,5.100000000000007,0.0,8.799999999999985
0,7,469.292133,117,7064,out_of_bounds,-1.0072589,-0.095924295,-1.8697506,-1.0564578,1.5880097,4.0109153,0.0,1.0,255.16861173138022,49.45310540590435,16.131344975554384,78.35225715860724,50.4868138730526,8.00000000000001,0.0,11.699999999999974
0,3,342.058328,109,7112,landed_off_centered,-0.69605404,-0.08085547,-0.5089747,-0.8530963,-0.1514012,4.891724,1.0,1.0,215.1032691244036,6.989705523184966,6.689997997309547,60.21796343103051,34.357392340898514,7.800000000000008,0.0,10.899999999999977
0,2,212.416523,92,7160,landed_centered,-0.0054216385,-0.042672325,-5.6177584e-12,7.337092e-13,-0.0011509592,2.5423e-11,1.0,1.0,186.44498692080379,4.927649677672889,2.4412022677842984,0.4632423868897604,0.8394421240837695,8.100000000000007,0.0,9.199999999999983
0,0,275.555295,91,7232,crashed,-0.26538983,-0.032195512,-0.3501668,-0.05385446,-1.5084221,-0.5792149,1.0,0.0,161.24914628267288,42.78902896633372,15.42302679643035,25.95915196929127,14.434941231273115,6.60000000000001,0.0,9.099999999999984
0,5,197.533519,88,7368,landed_centered,-0.108417414,-0.040165033,-0.16740708,-0.80276364,0.0229063,-4.9345694,1.0,1.0,158.2837982121855,8.247208458546083,5.296439217112493,5.820697249728255,5.385376362130046,5.700000000000005,0.0,8.799999999999985
0,4,490.763058,142,7376,crashed,0.768664,-0.19935961,0.41679278,0.3123807,-1.5488038,-1.8831413,1.0,0.0,300.2263389006257,56.951751586049795,14.169078608625568,57.376595822162926,38.539293207228184,9.30000000000001,0.0,14.199999999999966
0,6,311.000897,111,7528,crashed,-0.14497824,-0.0045413994,-0.11907836,-0.16597922,-0.5680329,2.7389474,1.0,0.0,232.75124896876514,24.82262924266979,9.691809811454732,16.155347984284163,7.879861479814281,8.600000000000009,0.0,11.099999999999977
0,1,207.029326,86,7560,crashed,-0.014092445,-0.021479871,-0.26988944,-0.21748355,0.2680092,-1.7120295,0.0,0.0,130.38718482898548,34.24073246339685,15.8370939232409,4.876332086045295,6.487982819322497,6.6000000000000085,0.0,8.599999999999985
0,7,293.639541,91,7792,crashed,-0.56141293,-0.0059536006,-1.0889249,-0.17402962,0.80110025,-1.6725801,0.0,0.0,169.12770599871874,40.827334894798696,9.025764863938093,31.381444977596402,28.277289912104607,5.9000000000000075,0.0,9.099999999999984
